Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
CG13625,FBgn0039210,NA,,,,FBgn0039210,CG13625
CG13900,FBgn0035162,NA,,,,FBgn0035162,Sf3b3
CG14641,FBgn0037220,NA,,,,FBgn0037220,CG14641
CG15440,FBgn0031607,NA,,,,FBgn0031607,Secp43
CG15747,FBgn0030474,NA,,,,FBgn0030474,CG15747
CG1622,FBgn0030468,NA,,,,FBgn0030468,CG1622
CG1646,FBgn0039600,NA,,,,FBgn0039600,CG1646
CG1677,FBgn0029941,NA,,,,FBgn0029941,CG1677
CG16790,FBgn0037713,NA,,,,FBgn0037713,CG16790
CG16865,FBgn0028919,NA,,,,FBgn0028919,CG16865
CG16941,FBgn0266917,NA,,,,FBgn0266917,Sf3a1
CG17098,FBgn0032276,NA,,,,FBgn0287630,dbf
CG17168,FBgn0039943,NA,,,,FBgn0039943,CG17168
CG17187,FBgn0037882,NA,,,,FBgn0037882,CG17187
CG17266,FBgn0033089,NA,,,,FBgn0033089,CG17266
CG17454,FBgn0039977,NA,,,,FBgn0039977,CG17454
CG17764,FBgn0029751,NA,,,,FBgn0029751,CG17764
CG18428,FBgn0039149,NA,,,,FBgn0039149,CG18428
CG18809,FBgn0042132,NA,,,,FBgn0042132,CG18809
CG1965,FBgn0037466,NA,,,,FBgn0037466,CG1965
CG2021,FBgn0035271,NA,,,,FBgn0035271,CG2021
CG2063,FBgn0033400,NA,,,,FBgn0033400,CG2063
CG2186,FBgn0030243,NA,,,,FBgn0030243,CG2186
CG2685,FBgn0024998,NA,,,,FBgn0024998,CG2685
CG2807,FBgn0031266,NA,,,,FBgn0031266,Sf3b1
CG2926,FBgn0037344,NA,,,,FBgn0037344,CG2926
CG2931,FBgn0037342,NA,,,,FBgn0037342,CG2931
CG30122,FBgn0050122,NA,,,,FBgn0050122,CG30122
CG31368,FBgn0051368,NA,,,,FBgn0051368,CG31368
CG31812,FBgn0051812,NA,,,,FBgn0051812,Tsen2
CG3198,FBgn0029887,NA,,,,FBgn0029887,CG3198
CG3225,FBgn0031631,NA,,,,FBgn0031631,CG3225
CG32533,FBgn0052533,NA,,,,FBgn0052533,CG32533
CG3294,FBgn0031628,NA,,,,FBgn0031628,CG3294
CG33057,FBgn0053057,NA,,,,FBgn0053057,CG33057
CG3436,FBgn0031229,NA,,,,FBgn0031229,CG3436
CG34362,FBgn0085391,NA,,,,FBgn0085391,trv
CG3542,FBgn0031492,NA,,,,FBgn0031492,Prp40
CG3605,FBgn0031493,NA,,,,FBgn0031493,Sf3b2
CG3689,FBgn0035987,NA,,,,FBgn0035987,Cpsf5
CG4119,FBgn0028474,NA,,,,FBgn0028474,CG4119
CG4266,FBgn0034598,NA,,,,FBgn0034598,CG4266
CG42724,FBgn0261641,NA,,,,FBgn0261641,CG42724
CG4291,FBgn0031287,NA,,,,FBgn0031287,CG4291
CG4612,FBgn0035016,NA,,,,FBgn0035016,CG4612
CG4849,FBgn0039566,NA,,,,FBgn0039566,CG4849
CG4887,FBgn0031318,NA,,,,FBgn0031318,CG4887
CG4901,FBgn0032194,NA,,,,FBgn0032194,CG4901
CG4935,FBgn0028897,NA,,,,FBgn0028897,CG4935
CG5002,FBgn0034275,NA,,,,FBgn0034275,CG5002
CG5205,FBgn0038344,NA,,,,FBgn0038344,obe
CG5316,FBgn0038704,NA,,,,FBgn0038704,CG5316
CG5381,FBgn0032218,NA,,,,FBgn0032218,CG5381
CG5641,FBgn0038046,NA,,,,FBgn0038046,CG5641
CG5728,FBgn0039182,NA,,,,FBgn0039182,CG5728
CG5808,FBgn0027617,NA,,,,FBgn0027617,CG5808
CG5877,FBgn0030625,NA,,,,FBgn0030625,CG5877
CG6015,FBgn0038927,NA,,,,FBgn0038927,CG6015
CG6066,FBgn0039488,NA,,,,FBgn0039488,CG6066
CG6179,FBgn0030915,NA,,,,FBgn0030915,CG6179
CG6209,FBgn0033862,NA,,,,FBgn0033862,CG6209
CG6227,FBgn0030631,NA,,,,FBgn0030631,CG6227
CG6340,FBgn0030648,NA,,,,FBgn0030648,CG6340
CG6353,FBgn0038893,NA,,,,FBgn0038893,Archease
CG6610,FBgn0035675,NA,,,,FBgn0035675,CG6610
CG6686,FBgn0032388,NA,,,,FBgn0032388,CG6686
CG6701,FBgn0033889,NA,,,,FBgn0033889,CG6701
CG6766,FBgn0032398,NA,,,,FBgn0032398,CG6766
CG6841,FBgn0036828,NA,,,,FBgn0036828,CG6841
CG6999,FBgn0030085,NA,,,,FBgn0030085,CG6999
CG7028,FBgn0027587,NA,,,,FBgn0027587,Prp4k
CG7065,FBgn0030091,NA,,,,FBgn0030091,CG7065
CG7185,FBgn0035872,NA,,,,FBgn0035872,Cpsf6
CG7255,FBgn0036493,NA,,,,FBgn0036493,CG7255
CG7564,FBgn0036734,NA,,,,FBgn0036734,CG7564
CG7747,FBgn0034109,NA,,,,FBgn0034109,CG7747
CG7878,FBgn0037549,NA,,,,FBgn0037549,CG7878
CG7879,FBgn0035235,NA,,,,FBgn0035235,CG7879
CG7907,FBgn0038887,NA,,,,FBgn0038887,CG7907
CG7971,FBgn0035253,NA,,,,FBgn0035253,Srrm234
CG8079,FBgn0034002,NA,,,,FBgn0034002,CG8079
CG8565,FBgn0030697,NA,,,,FBgn0030697,CG8565
CG8833,FBgn0036386,NA,,,,FBgn0036386,CG8833
CG9344,FBgn0034564,NA,,,,FBgn0034564,CG9344
CG9548,FBgn0031822,NA,,,,FBgn0031822,Phf5a
CG9667,FBgn0037550,NA,,,,FBgn0037550,CG9667
CG9684,FBgn0037583,NA,,,,FBgn0037583,CG9684
CG9776,FBgn0027866,NA,,,,FBgn0027866,CG9776
CG9987,FBgn0032781,NA,,,,FBgn0032781,RtcB
Clp,FBgn0015621,NA,,,,FBgn0015621,Clp
cm,FBgn0000330,NA,,,,FBgn0000330,cm
Cpsf100,FBgn0027873,NA,,,,FBgn0027873,Cpsf100
Cpsf160,FBgn0024698,NA,,,,FBgn0024698,Cpsf160
Cpsf73,FBgn0261065,NA,,,,FBgn0261065,Cpsf73
crn,FBgn0000377,NA,,,,FBgn0000377,crn
CstF-50,FBgn0039867,NA,,,,FBgn0039867,CstF50
CstF-64,FBgn0027841,NA,,,,FBgn0027841,CstF64
csul,FBgn0015925,NA,,,,FBgn0015925,csul
cyp33,FBgn0028382,NA,,,,FBgn0028382,cyp33
Cypl,FBgn0035141,NA,,,,FBgn0035141,Cypl
Dbp45A,FBgn0010220,NA,,,,FBgn0010220,Dbp45A
Ddx1,FBgn0015075,NA,,,,FBgn0015075,Ddx1
Dhx15,FBgn0033160,NA,,,,FBgn0033160,Dhx15
Dim1,FBgn0031601,NA,,,,FBgn0031601,Dim1
dl,FBgn0260632,NA,,,,FBgn0260632,dl
Doa,FBgn0265998,NA,,,,FBgn0265998,Doa
dom,FBgn0020306,NA,,,,FBgn0020306,dom
Droj2,FBgn0038145,NA,,,,FBgn0038145,Droj2
dsx,FBgn0000504,NA,,,,FBgn0000504,dsx
ecd,FBgn0000543,NA,,,,FBgn0000543,ecd
eIF-4a,FBgn0001942,NA,,,,FBgn0001942,eIF4A
eIF4AIII,FBgn0037573,NA,,,,FBgn0037573,CG7483
Es2,FBgn0023506,NA,,,,FBgn0023506,Es2
ETHR,FBgn0038874,NA,,,,FBgn0038874,ETHR
exu,FBgn0000615,NA,,,,FBgn0000615,exu
fand,FBgn0033859,NA,,,,FBgn0033859,fand
Fip1,FBgn0037255,NA,,,,FBgn0037255,Fip1
fl(2)d,FBgn0000662,NA,,,,FBgn0000662,fl(2)d
fru,FBgn0004652,NA,,,,FBgn0004652,fru
fus,FBgn0023441,NA,,,,FBgn0023441,fus
Gcn2,FBgn0019990,NA,,,,FBgn0019990,Gcn2
Gem2,FBgn0036850,NA,,,,FBgn0036850,Gem2
GlyP,FBgn0004507,NA,,,,FBgn0004507,GlyP
hay,FBgn0001179,NA,,,,FBgn0001179,hay
Hel25E,FBgn0014189,NA,,,,FBgn0014189,Hel25E
heph,FBgn0011224,NA,,,,FBgn0011224,heph
hh,FBgn0004644,NA,,,,FBgn0004644,hh
hoip,FBgn0015393,NA,,,,FBgn0286786,hoip
holn1,FBgn0032250,NA,,,,FBgn0032250,holn1
how,FBgn0264491,NA,,,,FBgn0264491,how
Hrb27C,FBgn0004838,NA,,,,FBgn0004838,Hrb27C
Hrb87F,FBgn0004237,NA,,,,FBgn0004237,Hrb87F
Hrb98DE,FBgn0001215,NA,,,,FBgn0001215,Hrb98DE
hrg,FBgn0015949,NA,,,,FBgn0015949,hrg
Hsc70-4,FBgn0266599,NA,,,,FBgn0266599,Hsc70-4
icln,FBgn0029079,NA,,,,FBgn0029079,icln
Ime4,FBgn0039139,NA,,,,FBgn0039139,Mettl3
Imp,FBgn0262735,NA,,,,FBgn0285926,Imp
IntS11,FBgn0039691,NA,,,,FBgn0039691,IntS11
IntS9,FBgn0036570,NA,,,,FBgn0036570,IntS9
Ire1,FBgn0261984,NA,,,,FBgn0261984,Ire1
JhI-1,FBgn0028426,NA,,,,FBgn0028426,RNaseZ
kin17,FBgn0024887,NA,,,,FBgn0024887,kin17
Kul,FBgn0039688,NA,,,,FBgn0039688,Kul
l(1)10Bb,FBgn0001491,NA,,,,FBgn0001491,l(1)10Bb
l(1)G0007,FBgn0026713,NA,,,,FBgn0026713,l(1)G0007
l(2)35Df,FBgn0001986,NA,,,,FBgn0001986,Mtr4
l(2)37Cb,FBgn0086444,NA,,,,FBgn0086444,l(2)37Cb
l(3)72Ab,FBgn0263599,NA,,,,FBgn0263599,l(3)72Ab
lark,FBgn0011640,NA,,,,FBgn0011640,lark
ldbr,FBgn0035838,NA,,,,FBgn0035838,ldbr
lost,FBgn0263594,NA,,,,FBgn0263594,lost
LS2,FBgn0034834,NA,,,,FBgn0034834,LS2
LSm-4,FBgn0067622,NA,,,,FBgn0067622,LSm-4
LSm1,FBgn0261067,NA,,,,FBgn0261067,LSm1
Lsm11,FBgn0033450,NA,,,,FBgn0033450,Lsm11
LSm3,FBgn0051184,NA,,,,FBgn0051184,LSm3
LSm7,FBgn0261068,NA,,,,FBgn0261068,LSm7
mago,FBgn0002736,NA,,,,FBgn0002736,mago
mbl,FBgn0265487,NA,,,,FBgn0265487,mbl
Mfap1,FBgn0035294,NA,,,,FBgn0035294,Mfap1
mkg-p,FBgn0035889,NA,,,,FBgn0035889,mkg-p
mle,FBgn0002774,NA,,,,FBgn0002774,mle
Moca-cyp,FBgn0039581,NA,,,,FBgn0039581,Moca-cyp
mub,FBgn0262737,NA,,,,FBgn0262737,mub
ncm,FBgn0086707,NA,,,,FBgn0086707,ncm
Neos,FBgn0024542,NA,,,,FBgn0024542,Neos
nito,FBgn0027548,NA,,,,FBgn0027548,nito
noi,FBgn0014366,NA,,,,FBgn0014366,noi
nonA,FBgn0004227,NA,,,,FBgn0004227,nonA
nonA-l,FBgn0015520,NA,,,,FBgn0015520,nonA-l
nonC,FBgn0263968,NA,,,,FBgn0263968,nonC
nop5,FBgn0026196,NA,,,,FBgn0026196,nop5
Nup358,FBgn0039302,NA,,,,FBgn0039302,Nup358
nxf2,FBgn0036640,NA,,,,FBgn0036640,nxf2
pAbp,FBgn0265297,NA,,,,FBgn0265297,pAbp
Pabp2,FBgn0005648,NA,,,,FBgn0005648,Pabp2
Parg,FBgn0023216,NA,,,,FBgn0023216,Parg
Parp,FBgn0010247,NA,,,,FBgn0010247,Parp
pea,FBgn0086895,NA,,,,FBgn0086895,pea
Pep,FBgn0004401,NA,,,,FBgn0004401,Pep
Pnn,FBgn0037737,NA,,,,FBgn0037737,Pnn
pps,FBgn0082831,NA,,,,FBgn0082831,pps
PQBP1,FBgn0039270,NA,,,,FBgn0039270,PQBP1
Prp18,FBgn0027784,NA,,,,FBgn0027784,Prp18
Prp19,FBgn0261119,NA,,,,FBgn0261119,Prp19
Prp3,FBgn0036915,NA,,,,FBgn0036915,Prp3
Prp31,FBgn0036487,NA,,,,FBgn0036487,Prp31
Prp38,FBgn0050342,NA,,,,FBgn0050342,Prp38
Prp8,FBgn0033688,NA,,,,FBgn0033688,Prp8
ps,FBgn0261552,NA,,,,FBgn0261552,ps
Psi,FBgn0014870,NA,,,,FBgn0014870,Psi
pUf68,FBgn0028577,NA,,,,FBgn0028577,hfp
qkr58E-1,FBgn0022986,NA,,,,FBgn0022986,qkr58E-1
qkr58E-3,FBgn0022984,NA,,,,FBgn0022984,qkr58E-3
Rab3-GEF,FBgn0030613,NA,,,,FBgn0030613,Rab3-GEF
Rack1,FBgn0020618,NA,,,,FBgn0020618,Rack1
Rb97D,FBgn0004903,NA,,,,FBgn0004903,Rb97D
Rbp1,FBgn0260944,NA,,,,FBgn0260944,Rbp1
Rbp1-like,FBgn0030479,NA,,,,FBgn0030479,Rbp1-like
Rbp9,FBgn0010263,NA,,,,FBgn0010263,Rbp9
Ref1,FBgn0010774,NA,,,,FBgn0010774,Ref1
REG,FBgn0029133,NA,,,,FBgn0029133,REG
rig,FBgn0250850,NA,,,,FBgn0250850,rig
Rim,FBgn0053547,NA,,,,FBgn0053547,Rim
rin,FBgn0015778,NA,,,,FBgn0015778,rin
Rm62,FBgn0003261,NA,,,,FBgn0003261,Rm62
Rox8,FBgn0005649,NA,,,,FBgn0005649,Rox8
Rpb10,FBgn0039218,NA,,,,FBgn0039218,Rpb10
Rpb11,FBgn0032634,NA,,,,FBgn0032634,Rpb11
Rpb4,FBgn0263757,NA,,,,FBgn0263757,Rpb4
RpII140,FBgn0262955,NA,,,,FBgn0262955,RpII140
RpII15,FBgn0004855,NA,,,,FBgn0004855,RpII15
RpII18,FBgn0003275,NA,,,,FBgn0003275,RpII18
RpII215,FBgn0003277,NA,,,,FBgn0003277,RpII215
Rrp6,FBgn0038269,NA,,,,FBgn0038269,Rrp6
Rsf1,FBgn0011305,NA,,,,FBgn0011305,Rsf1
Saf-B,FBgn0039229,NA,,,,FBgn0039229,Saf-B
SC35,FBgn0265298,NA,,,,FBgn0265298,SC35
scaf6,FBgn0261872,NA,,,,FBgn0261872,scaf6
Sec31,FBgn0033339,NA,,,,FBgn0033339,Sec31
SF1,FBgn0025571,NA,,,,FBgn0025571,SF1
SF2,FBgn0040284,NA,,,,FBgn0283477,SF2
Sin,FBgn0028402,NA,,,,FBgn0028402,Sin
sip1,FBgn0024191,NA,,,,FBgn0024191,sip1
slim,FBgn0261477,NA,,,,FBgn0261477,slim
Slu7,FBgn0039626,NA,,,,FBgn0039626,Slu7
SmB,FBgn0262601,NA,,,,FBgn0262601,SmB
SmD1,FBgn0261933,NA,,,,FBgn0261933,SmD1
SmD2,FBgn0261789,NA,,,,FBgn0261789,SmD2
SmD3,FBgn0023167,NA,,,,FBgn0023167,SmD3
SmE,FBgn0261790,NA,,,,FBgn0261790,SmE
SmF,FBgn0000426,NA,,,,FBgn0000426,SmF
smg,FBgn0016070,NA,,,,FBgn0016070,smg
Smn,FBgn0036641,NA,,,,FBgn0036641,Smn
Smu1,FBgn0038666,NA,,,,FBgn0038666,Smu1
snf,FBgn0003449,NA,,,,FBgn0003449,snf
snRNP-U1-70K,FBgn0016978,NA,,,,FBgn0016978,snRNP-U1-70K
snRNP-U1-C,FBgn0261792,NA,,,,FBgn0261792,snRNP-U1-C
SNRPG,FBgn0261791,NA,,,,FBgn0261791,SNRPG
spartin,FBgn0037265,NA,,,,FBgn0037265,spartin
spen,FBgn0016977,NA,,,,FBgn0016977,spen
Spf45,FBgn0086683,NA,,,,FBgn0086683,Spf45
Spx,FBgn0015818,NA,,,,FBgn0015818,Spx
sqd,FBgn0263396,NA,,,,FBgn0263396,sqd
SRm160,FBgn0036340,NA,,,,FBgn0036340,Srrm1
Srp54,FBgn0024285,NA,,,,FBgn0024285,Srp54
SRPK,FBgn0026370,NA,,,,FBgn0286813,SRPK
srpk79D,FBgn0025702,NA,,,,FBgn0025702,Srpk79D
stwl,FBgn0003459,NA,,,,FBgn0003459,stwl
su(f),FBgn0003559,NA,,,,FBgn0003559,su(f)
su(w[a]),FBgn0003638,NA,,,,FBgn0003638,su(w[a])
swm,FBgn0002044,NA,,,,FBgn0002044,swm
Sxl,FBgn0264270,NA,,,,FBgn0264270,Sxl
Sym,FBgn0037371,NA,,,,FBgn0037371,Sym
Syp,FBgn0038826,NA,,,,FBgn0038826,Syp
Tango4,FBgn0030365,NA,,,,FBgn0030365,Tango4
tbrd-1,FBgn0039124,NA,,,,FBgn0039124,tbrd-1
TfIIFalpha,FBgn0010282,NA,,,,FBgn0010282,TfIIFalpha
TfIIFbeta,FBgn0010421,NA,,,,FBgn0010421,TfIIFbeta
tho2,FBgn0031390,NA,,,,FBgn0031390,tho2
thoc5,FBgn0034939,NA,,,,FBgn0034939,thoc5
tra,FBgn0003741,NA,,,,FBgn0003741,tra
tra2,FBgn0003742,NA,,,,FBgn0003742,tra2
Trn-SR,FBgn0031456,NA,,,,FBgn0031456,Tnpo-SR
tst,FBgn0039117,NA,,,,FBgn0039117,tst
tsu,FBgn0033378,NA,,,,FBgn0033378,tsu
U2A,FBgn0033210,NA,,,,FBgn0033210,U2A
U2af38,FBgn0017457,NA,,,,FBgn0017457,U2af38
U2af50,FBgn0005411,NA,,,,FBgn0005411,U2af50
U4-U6-60K,FBgn0036733,NA,,,,FBgn0036733,U4-U6-60K
ubl,FBgn0022224,NA,,,,FBgn0022224,ubl
Upf1,FBgn0030354,NA,,,,FBgn0030354,Upf1
Upf2,FBgn0029992,NA,,,,FBgn0029992,Upf2
Usp39,FBgn0030969,NA,,,,FBgn0030969,Usp39
vir,FBgn0003977,NA,,,,FBgn0003977,vir
x16,FBgn0028554,NA,,,,FBgn0028554,x16
ymp,FBgn0261287,NA,,,,FBgn0261287,ymp
yps,FBgn0022959,NA,,,,FBgn0022959,yps
ytr,FBgn0021895,NA,,,,FBgn0021895,ytr
Zn72D,FBgn0263603,NA,,,,FBgn0263603,Zn72D
