Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
CG7402,FBgn0036768,enzyme,,,,FBgn0036768,CG7402
CG7402,FBgn0036768,,,,,FBgn0036768,CG7402
CG7408,FBgn0036765,,,,,FBgn0036765,CG7408
CG7430,FBgn0036762,enzyme,,,,FBgn0036762,CG7430
CG7430,FBgn0036762,,,,,FBgn0036762,CG7430
CG7433,FBgn0036927,enzyme,,,,FBgn0036927,Gabat
CG7458,FBgn0037144,,,,,FBgn0037144,CG7458
CG7461,FBgn0034432,enzyme,,,,FBgn0034432,CG7461
CG7461,FBgn0034432,,,,,FBgn0034432,CG7461
CG7470,FBgn0037146,enzyme,,,,FBgn0037146,P5CS
CG7470,FBgn0037146,,,,,FBgn0037146,P5CS
CG7514,FBgn0035567,,,,,FBgn0035567,CG7514
CG7550,FBgn0035839,,,,,FBgn0035839,CG7550
CG7551,FBgn0036161,enzyme,,,,FBgn0036161,CG7551
CG7551,FBgn0036161,,,,,FBgn0036161,CG7551
CG7560,FBgn0036157,enzyme,,,,FBgn0036157,CG7560
CG7560,FBgn0036157,,,,,FBgn0036157,CG7560
CG7579,FBgn0036528,enzyme,,,,FBgn0036528,CG7579
CG7579,FBgn0036528,,,,,FBgn0036528,CG7579
CG7582,FBgn0039681,,,,,FBgn0039681,CG7582
CG7601,FBgn0027583,,,,,FBgn0027583,CG7601
CG7675,FBgn0038610,,,,,FBgn0038610,CG7675
CG7685,FBgn0038619,enzyme,,,,FBgn0038619,CG7685
CG7685,FBgn0038619,,,,,FBgn0038619,CG7685
CG7708,FBgn0038641,,,,,FBgn0038641,ChT
CG7714,FBgn0038645,other,,,,FBgn0038645,CG7714
CG7714,FBgn0038645,,,,,FBgn0038645,CG7714
CG7715,FBgn0038646,other,,,,FBgn0038646,CG7715
CG7715,FBgn0038646,,,,,FBgn0038646,CG7715
CG7718,FBgn0038649,enzyme,,,,FBgn0038649,CG7718
CG7718,FBgn0038649,,,,,FBgn0038649,CG7718
CG7720,FBgn0038652,,,,,FBgn0038652,CG7720
CG7724,FBgn0036698,,,,,FBgn0036698,CG7724
CG7741,FBgn0033615,other,,,,FBgn0033615,CG7741
CG7741,FBgn0033615,,,,,FBgn0033615,CG7741
CG7755,FBgn0034105,,,,,FBgn0034105,CG7755
CG7766,FBgn0030087,enzyme,,,,FBgn0030087,CG7766
CG7766,FBgn0030087,,,,,FBgn0030087,CG7766
CG7789,FBgn0039698,enzyme,,,,FBgn0039698,CG7789
CG7789,FBgn0039698,,,,,FBgn0039698,CG7789
CG7813,FBgn0034133,enzyme,,,,FBgn0285943,knon
CG7834,FBgn0039697,,,,,FBgn0039697,CG7834
CG7840,FBgn0032014,enzyme,,,,FBgn0032014,CG7840
CG7840,FBgn0032014,,,,,FBgn0032014,CG7840
CG7848,FBgn0034127,enzyme,,,,FBgn0034127,CG7848
CG7848,FBgn0034127,,,,,FBgn0034127,CG7848
CG7860,FBgn0030653,,,,,FBgn0030653,CG7860
CG7881,FBgn0033048,,,,,FBgn0033048,CG7881
CG7882,FBgn0033047,other,,,,FBgn0033047,CG7882
CG7882,FBgn0033047,,,,,FBgn0033047,CG7882
CG7888,FBgn0036116,,,,,FBgn0036116,CG7888
CG7920,FBgn0039737,enzyme,,,,FBgn0039737,CG7920
CG7920,FBgn0039737,,,,,FBgn0039737,CG7920
CG7956,FBgn0038890,,,,,FBgn0038890,CG7956
CG7979,FBgn0035848,enzyme,,,,FBgn0035848,Uxs
CG7985,FBgn0028499,enzyme,,,,FBgn0028499,CG7985
CG7985,FBgn0028499,,,,,FBgn0028499,CG7985
CG7997,FBgn0034117,enzyme,,,,FBgn0034117,CG7997
CG7997,FBgn0034117,,,,,FBgn0034117,CG7997
CG8008,FBgn0033387,,,,,FBgn0033387,CG8008
CG8009,FBgn0036090,other,,,,FBgn0036090,CG8009
CG8009,FBgn0036090,,,,,FBgn0036090,CG8009
CG8026,FBgn0033391,,,,,FBgn0033391,CG8026
CG8028,FBgn0031010,,,,,FBgn0031010,CG8028
CG8034,FBgn0031011,,,,,FBgn0031011,CG8034
CG8036,FBgn0037607,enzyme,,,,FBgn0037607,CG8036
CG8036,FBgn0037607,,,,,FBgn0037607,CG8036
CG8043,FBgn0037610,enzyme,,,,FBgn0037610,CG8043
CG8043,FBgn0037610,,,,,FBgn0037610,CG8043
CG8046,FBgn0033388,enzyme,,,,FBgn0033388,CG8046
CG8046,FBgn0033388,,,,,FBgn0033388,CG8046
CG8051,FBgn0031012,,,,,FBgn0031012,CG8051
CG8067,FBgn0033891,,,,,FBgn0033891,CG8067
CG8080,FBgn0033373,,,,,FBgn0033373,CG8080
CG8093,FBgn0033999,enzyme,,,,FBgn0033999,CG8093
CG8093,FBgn0033999,,,,,FBgn0033999,CG8093
CG8097,FBgn0030660,,,,,FBgn0030660,CG8097
CG8105,FBgn0030661,enzyme,,,,FBgn0030661,Alp11
CG8112,FBgn0037612,enzyme,,,,FBgn0037612,CG8112
CG8112,FBgn0037612,,,,,FBgn0037612,CG8112
CG8129,FBgn0037684,enzyme,,,,FBgn0037684,Srr
CG8132,FBgn0037687,enzyme,,,,FBgn0037687,CG8132
CG8132,FBgn0037687,,,,,FBgn0037687,CG8132
CG8147,FBgn0043791,enzyme,,,,FBgn0043791,phu
CG8192,FBgn0034030,other,,,,FBgn0034030,CG8192
CG8192,FBgn0034030,,,,,FBgn0034030,CG8192
CG8199,FBgn0037709,enzyme,,,,FBgn0037709,CG8199
CG8199,FBgn0037709,,,,,FBgn0037709,CG8199
CG8207,FBgn0034035,enzyme,,,,FBgn0034035,CG8207
CG8207,FBgn0034035,,,,,FBgn0034035,CG8207
CG8239,FBgn0030683,enzyme,,,,FBgn0030683,Mvd
CG8249,FBgn0034045,other,,,,FBgn0034045,CG8249
CG8249,FBgn0034045,,,,,FBgn0034045,CG8249
CG8298,FBgn0033673,other,,,,FBgn0033673,CG8298
CG8298,FBgn0033673,,,,,FBgn0033673,CG8298
CG8303,FBgn0034143,other,,,,FBgn0034143,CG8303
CG8303,FBgn0034143,,,,,FBgn0034143,CG8303
CG8306,FBgn0034142,other,,,,FBgn0034142,CG8306
CG8306,FBgn0034142,,,,,FBgn0034142,CG8306
CG8311,FBgn0034141,enzyme,,,,FBgn0034141,CG8311
CG8311,FBgn0034141,,,,,FBgn0034141,CG8311
CG8349,FBgn0032003,enzyme,,,,FBgn0032003,CG8349
CG8349,FBgn0032003,,,,,FBgn0032003,CG8349
CG8353,FBgn0032002,enzyme,,,,FBgn0032002,CG8353
CG8353,FBgn0032002,,,,,FBgn0032002,CG8353
CG8360,FBgn0032001,enzyme,,,,FBgn0032001,CG8360
CG8360,FBgn0032001,,,,,FBgn0032001,CG8360
CG8389,FBgn0034063,,,,,FBgn0034063,CG8389
CG8412,FBgn0037743,enzyme,,,,FBgn0037743,Alg12
CG8412,FBgn0037743,,,,,FBgn0037743,Alg12
CG8417,FBgn0037744,enzyme,,,,FBgn0286506,Mpi
CG8468,FBgn0033913,,,,,FBgn0033913,CG8468
CG8475,FBgn0031995,enzyme,,,,FBgn0031995,CG8475
CG8475,FBgn0031995,,,,,FBgn0031995,CG8475
CG8517,FBgn0034472,enzyme,,,,FBgn0034472,CG8517
CG8517,FBgn0034472,,,,,FBgn0034472,CG8517
CG8525,FBgn0033735,enzyme,,,,FBgn0033735,Dera
CG8525,FBgn0033735,,,,,FBgn0033735,Dera
CG8526,FBgn0037759,enzyme,,,,FBgn0037759,CG8526
CG8526,FBgn0037759,,,,,FBgn0037759,CG8526
CG8534,FBgn0037761,other,,,,FBgn0037761,CG8534
CG8534,FBgn0037761,,,,,FBgn0037761,CG8534
CG8602,FBgn0035763,,,,,FBgn0035763,mrva
CG8613,FBgn0033924,enzyme,,,,FBgn0033924,CG8613
CG8613,FBgn0033924,,,,,FBgn0033924,CG8613
CG8630,FBgn0038130,enzyme,,,,FBgn0038130,CG8630
CG8630,FBgn0038130,,,,,FBgn0038130,CG8630
CG8646,FBgn0033763,enzyme,,,,FBgn0033763,CG8646
CG8646,FBgn0033763,,,,,FBgn0033763,CG8646
CG8654,FBgn0034479,,,,,FBgn0034479,CG8654
CG8665,FBgn0032945,enzyme,,,,FBgn0032945,CG8665
CG8665,FBgn0032945,,,,,FBgn0032945,CG8665
CG8745,FBgn0036381,,,,,FBgn0036381,CG8745
CG8757,FBgn0036380,,,,,FBgn0036380,CG8757
CG8768,FBgn0033769,other,,,,FBgn0033769,CG8768
CG8768,FBgn0033769,,,,,FBgn0033769,CG8768
CG8778,FBgn0033761,enzyme,,,,FBgn0033761,CG8778
CG8778,FBgn0033761,,,,,FBgn0033761,CG8778
CG8785,FBgn0033760,,,,,FBgn0033760,CG8785
CG8814,FBgn0031478,,,,,FBgn0031478,CG8814
CG8834,FBgn0033733,,,,,FBgn0033733,CG8834
CG8839,FBgn0033717,,,,,FBgn0033717,CG8839
CG8888,FBgn0033679,enzyme,,,,FBgn0033679,CG8888
CG8888,FBgn0033679,,,,,FBgn0033679,CG8888
CG8891,FBgn0031663,enzyme,,,,FBgn0031663,CG8891
CG8891,FBgn0031663,,,,,FBgn0031663,CG8891
CG8925,FBgn0038404,other,,,,FBgn0038404,CG8925
CG8925,FBgn0038404,,,,,FBgn0038404,CG8925
CG8963,FBgn0034181,other,,,,FBgn0034181,CG8963
CG8963,FBgn0034181,,,,,FBgn0034181,CG8963
CG8993,FBgn0035334,enzyme,,,,FBgn0035334,CG8993
CG8993,FBgn0035334,,,,,FBgn0035334,CG8993
CG9004,FBgn0035336,other,,,,FBgn0035336,CG9004
CG9004,FBgn0035336,,,,,FBgn0035336,CG9004
CG9008,FBgn0028540,enzyme,,,,FBgn0028540,CG9008
CG9008,FBgn0028540,,,,,FBgn0028540,CG9008
CG9010,FBgn0034173,enzyme,,,,FBgn0034173,CG9010
CG9010,FBgn0034173,,,,,FBgn0034173,CG9010
CG9065,FBgn0030610,other,,,,FBgn0030610,CG9065
CG9065,FBgn0030610,,,,,FBgn0030610,CG9065
CG9149,FBgn0035203,enzyme,,,,FBgn0035203,CG9149
CG9149,FBgn0035203,,,,,FBgn0035203,CG9149
CG9150,FBgn0031775,,,,,FBgn0031775,CG9150
CG9205,FBgn0035181,,,,,FBgn0035181,CG9205
CG9213,FBgn0030655,other,,,,FBgn0030655,CG9213
CG9213,FBgn0030655,,,,,FBgn0030655,CG9213
CG9220,FBgn0030662,enzyme,,,,FBgn0030662,Chsy
CG9220,FBgn0030662,,,,,FBgn0030662,Chsy
CG9248,FBgn0032923,,,,,FBgn0032923,Pld3
CG9249,FBgn0032922,enzyme,,,,FBgn0032922,Coq3
CG9249,FBgn0032922,,,,,FBgn0032922,Coq3
CG9254,FBgn0028513,,,,,FBgn0028513,CG9254
CG9265,FBgn0032910,enzyme,,,,FBgn0032910,CG9265
CG9265,FBgn0032910,,,,,FBgn0032910,CG9265
CG9302,FBgn0032514,enzyme,,,,FBgn0032514,CG9302
CG9302,FBgn0032514,,,,,FBgn0032514,CG9302
CG9314,FBgn0032061,enzyme,,,,FBgn0032061,CG9314
CG9314,FBgn0032061,,,,,FBgn0032061,CG9314
CG9360,FBgn0030332,,,,,FBgn0030332,CG9360
CG9376,FBgn0036893,other,,,,FBgn0036893,PIG-F
CG9384,FBgn0036446,enzyme,,,,FBgn0036446,Mgat4a
CG9384,FBgn0036446,,,,,FBgn0036446,Mgat4a
CG9389,FBgn0037064,enzyme,,,,FBgn0037064,CG9389
CG9389,FBgn0037064,,,,,FBgn0037064,CG9389
CG9391,FBgn0037063,enzyme,,,,FBgn0037063,CG9391
CG9391,FBgn0037063,,,,,FBgn0037063,CG9391
CG9394,FBgn0034588,enzyme,,,,FBgn0034588,CG9394
CG9394,FBgn0034588,,,,,FBgn0034588,CG9394
CG9410,FBgn0033086,,,,,FBgn0033086,CG9410
CG9413,FBgn0030574,,,,,FBgn0030574,sbm
CG9436,FBgn0033101,enzyme,,,,FBgn0033101,CG9436
CG9436,FBgn0033101,,,,,FBgn0033101,CG9436
CG9449,FBgn0036875,enzyme,,,,FBgn0036875,CG9449
CG9449,FBgn0036875,,,,,FBgn0036875,CG9449
CG9451,FBgn0036876,enzyme,,,,FBgn0036876,CG9451
CG9451,FBgn0036876,,,,,FBgn0036876,CG9451
CG9452,FBgn0036877,enzyme,,,,FBgn0036877,CG9452
CG9452,FBgn0036877,,,,,FBgn0036877,CG9452
CG9458,FBgn0037765,,,,,FBgn0037765,CG9458
CG9459,FBgn0037764,,,,,FBgn0037764,CG9459
CG9471,FBgn0037749,,,,,FBgn0037749,CG9471
CG9485,FBgn0034618,enzyme,,,,FBgn0034618,CG9485
CG9485,FBgn0034618,,,,,FBgn0034618,CG9485
CG9503,FBgn0030598,enzyme,,,,FBgn0030598,CG9503
CG9503,FBgn0030598,,,,,FBgn0030598,CG9503
CG9509,FBgn0030594,enzyme,,,,FBgn0030594,fiz
CG9510,FBgn0032076,enzyme,,,,FBgn0032076,Argl
CG9510,FBgn0032076,,,,,FBgn0032076,Argl
CG9512,FBgn0030593,enzyme,,,,FBgn0030593,CG9512
CG9512,FBgn0030593,,,,,FBgn0030593,CG9512
CG9514,FBgn0030592,enzyme,,,,FBgn0030592,CG9514
CG9514,FBgn0030592,,,,,FBgn0030592,CG9514
CG9515,FBgn0032077,,,,,FBgn0032077,CG9515
CG9518,FBgn0030590,enzyme,,,,FBgn0030590,CG9518
CG9518,FBgn0030590,,,,,FBgn0030590,CG9518
CG9519,FBgn0030589,enzyme,,,,FBgn0030589,CG9519
CG9519,FBgn0030589,,,,,FBgn0030589,CG9519
CG9521,FBgn0030588,enzyme,,,,FBgn0030588,CG9521
CG9521,FBgn0030588,,,,,FBgn0030588,CG9521
CG9522,FBgn0030587,enzyme,,,,FBgn0030587,CG9522
CG9522,FBgn0030587,,,,,FBgn0030587,CG9522
CG9527,FBgn0031813,enzyme,,,,FBgn0031813,CG9527
CG9527,FBgn0031813,,,,,FBgn0031813,CG9527
CG9531,FBgn0031817,enzyme,,,,FBgn0031817,HemK1
CG9547,FBgn0031824,enzyme,,,,FBgn0031824,CG9547
CG9547,FBgn0031824,,,,,FBgn0031824,CG9547
CG9550,FBgn0031826,,,,,FBgn0031826,CG9550
CG9577,FBgn0031092,enzyme,,,,FBgn0031092,CG9577
CG9577,FBgn0031092,,,,,FBgn0031092,CG9577
CG9582,FBgn0032090,other,,,,FBgn0032090,CG9582
CG9582,FBgn0032090,,,,,FBgn0032090,CG9582
CG9589,FBgn0038361,,,,,FBgn0038361,Uros2
CG9601,FBgn0037578,,,,,FBgn0037578,PNKP
CG9629,FBgn0036857,enzyme,,,,FBgn0036857,Aldh7A1
CG9629,FBgn0036857,,,,,FBgn0036857,Aldh7A1
CG9657,FBgn0029950,,,,,FBgn0029950,CG9657
CG9674,FBgn0036663,enzyme,,,,FBgn0036663,CG9674
CG9674,FBgn0036663,,,,,FBgn0036663,CG9674
CG9698,FBgn0039784,enzyme,,,,FBgn0039784,CG9698
CG9698,FBgn0039784,,,,,FBgn0039784,CG9698
CG9701,FBgn0036659,enzyme,,,,FBgn0036659,CG9701
CG9701,FBgn0036659,,,,,FBgn0036659,CG9701
CG9706,FBgn0036662,other,,,,FBgn0036662,CG9706
CG9706,FBgn0036662,,,,,FBgn0036662,CG9706
CG9743,FBgn0039756,enzyme,,,,FBgn0039756,CG9743
CG9743,FBgn0039756,,,,,FBgn0039756,CG9743
CG9747,FBgn0039754,enzyme,,,,FBgn0039754,CG9747
CG9747,FBgn0039754,,,,,FBgn0039754,CG9747
CG9784,FBgn0030761,enzyme,,,,FBgn0030761,CG9784
CG9784,FBgn0030761,,,,,FBgn0030761,CG9784
CG9801,FBgn0037623,other,,,,FBgn0037623,CG9801
CG9801,FBgn0037623,,,,,FBgn0037623,CG9801
CG9804,FBgn0037251,enzyme,,,,FBgn0037251,CG9804
CG9804,FBgn0037251,,,,,FBgn0037251,CG9804
CG9825,FBgn0034783,,,,,FBgn0034783,CG9825
CG9826,FBgn0034784,,,,,FBgn0034784,CG9826
CG9864,FBgn0034490,,,,,FBgn0034490,CG9864
CG9865,FBgn0034649,enzyme,,,,FBgn0034649,PIG-M
CG9886,FBgn0031428,enzyme,,,,FBgn0031428,CG9886
CG9886,FBgn0031428,,,,,FBgn0031428,CG9886
CG9914,FBgn0030737,enzyme,,,,FBgn0286508,Had1
CG9940,FBgn0030512,enzyme,,,,FBgn0030512,Nadsyn
CG9961,FBgn0031451,enzyme,,,,FBgn0031451,CG9961
CG9961,FBgn0031451,,,,,FBgn0031451,CG9961
CG9977,FBgn0035371,enzyme,,,,FBgn0035371,AhcyL1
CG9993,FBgn0034553,,,,,FBgn0034553,CG9993
