Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
Irp-1A,FBgn0024958,NA,,,,FBgn0024958,Irp-1A
Irp-1B,FBgn0024957,NA,,,,FBgn0024957,Irp-1B
kin17,FBgn0024887,NA,,,,FBgn0024887,kin17
krimp,FBgn0034098,NA,,,,FBgn0034098,krimp
kz,FBgn0001330,NA,,,,FBgn0001330,kz
l(1)G0004,FBgn0027334,NA,,,,FBgn0027334,l(1)G0004
l(1)G0007,FBgn0026713,NA,,,,FBgn0026713,l(1)G0007
l(2)35Bd,FBgn0001974,NA,,,,FBgn0286027,Rnmt
l(2)35Df,FBgn0001986,NA,,,,FBgn0001986,Mtr4
l(2)37Cb,FBgn0086444,NA,,,,FBgn0086444,l(2)37Cb
l(3)07882,FBgn0010926,NA,,,,FBgn0010926,l(3)07882
La,FBgn0011638,NA,,,,FBgn0011638,La
LanA,FBgn0002526,NA,,,,FBgn0002526,LanA
lark,FBgn0011640,NA,,,,FBgn0011640,lark
larp,FBgn0261618,NA,,,,FBgn0261618,larp
Larp7,FBgn0260771,NA,,,,FBgn0260771,Larp7
lin-28,FBgn0035626,NA,,,,FBgn0035626,lin-28
Lon,FBgn0036892,NA,,,,FBgn0036892,Lon
loqs,FBgn0032515,NA,,,,FBgn0032515,loqs
lost,FBgn0263594,NA,,,,FBgn0263594,lost
LS2,FBgn0034834,NA,,,,FBgn0034834,LS2
LSm-4,FBgn0067622,NA,,,,FBgn0067622,LSm-4
LSm1,FBgn0261067,NA,,,,FBgn0261067,LSm1
Lsm10,FBgn0033554,NA,,,,FBgn0033554,Lsm10
Lsm11,FBgn0033450,NA,,,,FBgn0033450,Lsm11
LSm3,FBgn0051184,NA,,,,FBgn0051184,LSm3
LSm7,FBgn0261068,NA,,,,FBgn0261068,LSm7
mago,FBgn0002736,NA,,,,FBgn0002736,mago
MAN1,FBgn0034962,NA,,,,FBgn0034962,MAN1
mask,FBgn0043884,NA,,,,FBgn0043884,mask
Mat89Ba,FBgn0261286,NA,,,,FBgn0261286,Mat89Ba
mbl,FBgn0265487,NA,,,,FBgn0265487,mbl
MCTS1,FBgn0029833,NA,,,,FBgn0029833,MCTS1
mdlc,FBgn0038772,NA,,,,FBgn0038772,mdlc
me31B,FBgn0004419,NA,,,,FBgn0004419,me31B
mib1,FBgn0263601,NA,,,,FBgn0263601,mib1
Mkp,FBgn0083992,NA,,,,FBgn0083992,Mkp
Mkrn1,FBgn0029152,NA,,,,FBgn0029152,Mkrn1
mle,FBgn0002774,NA,,,,FBgn0002774,mle
mod,FBgn0002780,NA,,,,FBgn0002780,mod
mof,FBgn0014340,NA,,,,FBgn0014340,mof
mRpL1,FBgn0037566,NA,,,,FBgn0037566,mRpL1
mRpL16,FBgn0023519,NA,,,,FBgn0023519,mRpL16
mRpL20,FBgn0036335,NA,,,,FBgn0036335,mRpL20
mRpL21,FBgn0036853,NA,,,,FBgn0036853,mRpL21
mRpL28,FBgn0031660,NA,,,,FBgn0031660,mRpL28
mRpL44,FBgn0037330,NA,,,,FBgn0037330,mRpL44
mRpL55,FBgn0038678,NA,,,,FBgn0038678,mRpL55
mRpS24,FBgn0039159,NA,,,,FBgn0039159,mRpS24
mRpS5,FBgn0044510,NA,,,,FBgn0287187,mRpS5
mRpS6,FBgn0035534,NA,,,,FBgn0035534,mRpS6
mRpS7,FBgn0032236,NA,,,,FBgn0032236,mRpS7
msi,FBgn0011666,NA,,,,FBgn0011666,msi
msl-3,FBgn0002775,NA,,,,FBgn0002775,msl-3
Msp300,FBgn0261836,NA,,,,FBgn0261836,Msp300
Mtr3,FBgn0036916,NA,,,,FBgn0036916,Mtr3
mub,FBgn0262737,NA,,,,FBgn0262737,mub
mus301,FBgn0002899,NA,,,,FBgn0002899,mus301
mxc,FBgn0260789,NA,,,,FBgn0260789,mxc
mxt,FBgn0031637,NA,,,,FBgn0031637,mxt
Nab2,FBgn0028471,NA,,,,FBgn0028471,Nab2
NAT1,FBgn0010488,NA,,,,FBgn0010488,NAT1
ncm,FBgn0086707,NA,,,,FBgn0086707,ncm
Nelf-A,FBgn0038872,NA,,,,FBgn0038872,Nelf-A
NELF-B,FBgn0027553,NA,,,,FBgn0027553,NELF-B
Nelf-E,FBgn0017430,NA,,,,FBgn0017430,Nelf-E
Neos,FBgn0024542,NA,,,,FBgn0024542,Neos
NHP2,FBgn0029148,NA,,,,FBgn0029148,NHP2
NiPp1,FBgn0026402,NA,,,,FBgn0026402,NiPp1
nito,FBgn0027548,NA,,,,FBgn0027548,nito
Nmd3,FBgn0023542,NA,,,,FBgn0023542,Nmd3
nonA,FBgn0004227,NA,,,,FBgn0004227,nonA
nonA-l,FBgn0015520,NA,,,,FBgn0015520,nonA-l
Nop60B,FBgn0259937,NA,,,,FBgn0259937,Nop60B
nos,FBgn0002962,NA,,,,FBgn0002962,nos
nsr,FBgn0034740,NA,,,,FBgn0034740,nsr
Nsun2,FBgn0026079,NA,,,,FBgn0026079,Nsun2
Nufip,FBgn0036812,NA,,,,FBgn0036812,Nufip
Nup153,FBgn0061200,NA,,,,FBgn0061200,Nup153
nxf2,FBgn0036640,NA,,,,FBgn0036640,nxf2
orb,FBgn0004882,NA,,,,FBgn0004882,orb
orb2,FBgn0264307,NA,,,,FBgn0264307,orb2
pAbp,FBgn0265297,NA,,,,FBgn0265297,pAbp
Pabp2,FBgn0005648,NA,,,,FBgn0005648,Pabp2
papi,FBgn0031401,NA,,,,FBgn0031401,papi
pasha,FBgn0039861,NA,,,,FBgn0039861,pasha
Pcf11,FBgn0264962,NA,,,,FBgn0264962,Pcf11
pea,FBgn0086895,NA,,,,FBgn0086895,pea
pelo,FBgn0011207,NA,,,,FBgn0011207,pelo
pen,FBgn0015527,NA,,,,FBgn0015527,peng
Pep,FBgn0004401,NA,,,,FBgn0004401,Pep
Phax,FBgn0033380,NA,,,,FBgn0033380,Phax
pit,FBgn0266581,NA,,,,FBgn0266581,pit
piwi,FBgn0004872,NA,,,,FBgn0004872,piwi
PNUTS,FBgn0053526,NA,,,,FBgn0053526,PNUTS
Pof,FBgn0035047,NA,,,,FBgn0035047,Pof
Prp18,FBgn0027784,NA,,,,FBgn0027784,Prp18
ps,FBgn0261552,NA,,,,FBgn0261552,ps
Psi,FBgn0014870,NA,,,,FBgn0014870,Psi
pUf68,FBgn0028577,NA,,,,FBgn0028577,hfp
pum,FBgn0003165,NA,,,,FBgn0003165,pum
Pym,FBgn0034918,NA,,,,FBgn0034918,Pym
qkr54B,FBgn0022987,NA,,,,FBgn0022987,qkr54B
qkr58E-1,FBgn0022986,NA,,,,FBgn0022986,qkr58E-1
qkr58E-2,FBgn0022985,NA,,,,FBgn0022985,qkr58E-2
qkr58E-3,FBgn0022984,NA,,,,FBgn0022984,qkr58E-3
r2d2,FBgn0031951,NA,,,,FBgn0031951,r2d2
Rb97D,FBgn0004903,NA,,,,FBgn0004903,Rb97D
Rbm13,FBgn0030067,NA,,,,FBgn0030067,Rbm13
Rbp1,FBgn0260944,NA,,,,FBgn0260944,Rbp1
Rbp1-like,FBgn0030479,NA,,,,FBgn0030479,Rbp1-like
Rbp2,FBgn0262734,NA,,,,FBgn0262734,eIF4H1
Rbp4,FBgn0010258,NA,,,,FBgn0010258,Rbp4
Rbp6,FBgn0260943,NA,,,,FBgn0260943,Rbp6
Rbp9,FBgn0010263,NA,,,,FBgn0010263,Rbp9
Ref1,FBgn0010774,NA,,,,FBgn0010774,Ref1
Ref2,FBgn0032439,NA,,,,FBgn0032439,Ref2
rin,FBgn0015778,NA,,,,FBgn0015778,rin
RluA-1,FBgn0051719,NA,,,,FBgn0051719,RluA-1
RluA-2,FBgn0032256,NA,,,,FBgn0032256,RluA-2
Rm62,FBgn0003261,NA,,,,FBgn0003261,Rm62
RNaseX25,FBgn0010406,NA,,,,FBgn0010406,RNaseX25
Rnp4F,FBgn0014024,NA,,,,FBgn0014024,Rnp4F
RnpS1,FBgn0037707,NA,,,,FBgn0037707,RnpS1
roq,FBgn0036621,NA,,,,FBgn0036621,roq
Rox8,FBgn0005649,NA,,,,FBgn0005649,Rox8
Rpb7,FBgn0051155,NA,,,,FBgn0051155,Rpb7
RpL10Aa,FBgn0038281,NA,,,,FBgn0038281,RpL10Aa
RpL10Ab,FBgn0036213,NA,,,,FBgn0036213,RpL10Ab
RpL11,FBgn0013325,NA,,,,FBgn0013325,RpL11
RpL23A,FBgn0026372,NA,,,,FBgn0026372,RpL23A
RpL37a,FBgn0030616,NA,,,,FBgn0030616,RpL37a
RpL37b,FBgn0034822,NA,,,,FBgn0034822,RpL37b
RpL5,FBgn0064225,NA,,,,FBgn0064225,RpL5
RpL7,FBgn0005593,NA,,,,FBgn0005593,RpL7
RpL8,FBgn0261602,NA,,,,FBgn0261602,RpL8
RpL9,FBgn0015756,NA,,,,FBgn0015756,RpL9
RpS11,FBgn0033699,NA,,,,FBgn0033699,RpS11
RpS15,FBgn0034138,NA,,,,FBgn0034138,RpS15
RpS18,FBgn0010411,NA,,,,FBgn0010411,RpS18
RpS2,FBgn0004867,NA,,,,FBgn0004867,RpS2
RpS20,FBgn0019936,NA,,,,FBgn0019936,RpS20
RpS3,FBgn0002622,NA,,,,FBgn0002622,RpS3
RpS4,FBgn0011284,NA,,,,FBgn0011284,RpS4
RpS5a,FBgn0002590,NA,,,,FBgn0002590,RpS5a
RpS5b,FBgn0038277,NA,,,,FBgn0038277,RpS5b
RpS9,FBgn0010408,NA,,,,FBgn0010408,RpS9
Rrp4,FBgn0034879,NA,,,,FBgn0034879,Rrp4
Rrp40,FBgn0260648,NA,,,,FBgn0260648,Rrp40
Rrp42,FBgn0034065,NA,,,,FBgn0034065,Rrp42
Rrp45,FBgn0030789,NA,,,,FBgn0030789,Rrp45
Rrp46,FBgn0037815,NA,,,,FBgn0037815,Rrp46
Rs1,FBgn0021995,NA,,,,FBgn0021995,Rs1
Rsf1,FBgn0011305,NA,,,,FBgn0011305,Rsf1
rump,FBgn0267790,NA,,,,FBgn0267790,rump
Saf-B,FBgn0039229,NA,,,,FBgn0039229,Saf-B
Sas10,FBgn0029755,NA,,,,FBgn0029755,Sas10
sbr,FBgn0003321,NA,,,,FBgn0003321,sbr
SC35,FBgn0265298,NA,,,,FBgn0265298,SC35
scaf6,FBgn0261872,NA,,,,FBgn0261872,scaf6
Set1,FBgn0040022,NA,,,,FBgn0040022,Set1
SF1,FBgn0025571,NA,,,,FBgn0025571,SF1
SF2,FBgn0040284,NA,,,,FBgn0283477,SF2
shep,FBgn0052423,NA,,,,FBgn0052423,shep
Ski6,FBgn0032487,NA,,,,FBgn0032487,Ski6
Slbp,FBgn0041186,NA,,,,FBgn0041186,Slbp
Slimp,FBgn0051133,NA,,,,FBgn0051133,Slimp
SLIRP1,FBgn0064117,NA,,,,FBgn0064117,SLIRP1
SLIRP2,FBgn0037602,NA,,,,FBgn0037602,SLIRP2
Slu7,FBgn0039626,NA,,,,FBgn0039626,Slu7
sm,FBgn0003435,NA,,,,FBgn0003435,sm
SmB,FBgn0262601,NA,,,,FBgn0262601,SmB
SmD1,FBgn0261933,NA,,,,FBgn0261933,SmD1
SmD2,FBgn0261789,NA,,,,FBgn0261789,SmD2
SmD3,FBgn0023167,NA,,,,FBgn0023167,SmD3
SmE,FBgn0261790,NA,,,,FBgn0261790,SmE
SmF,FBgn0000426,NA,,,,FBgn0000426,SmF
smg,FBgn0016070,NA,,,,FBgn0016070,smg
Smn,FBgn0036641,NA,,,,FBgn0036641,Smn
snf,FBgn0003449,NA,,,,FBgn0003449,snf
Snp,FBgn0265192,NA,,,,FBgn0265192,Snp
snRNP-U1-70K,FBgn0016978,NA,,,,FBgn0016978,snRNP-U1-70K
snRNP-U1-C,FBgn0261792,NA,,,,FBgn0261792,snRNP-U1-C
SNRPG,FBgn0261791,NA,,,,FBgn0261791,SNRPG
spen,FBgn0016977,NA,,,,FBgn0016977,spen
Spf45,FBgn0086683,NA,,,,FBgn0086683,Spf45
spn-E,FBgn0003483,NA,,,,FBgn0003483,spn-E
spoon,FBgn0263987,NA,,,,FBgn0263987,spoon
Spt6,FBgn0028982,NA,,,,FBgn0028982,Spt6
Spx,FBgn0015818,NA,,,,FBgn0015818,Spx
sqd,FBgn0263396,NA,,,,FBgn0263396,sqd
srl,FBgn0037248,NA,,,,FBgn0037248,srl
SRm160,FBgn0036340,NA,,,,FBgn0036340,Srrm1
Srp14,FBgn0038808,NA,,,,FBgn0038808,Srp14
Srp19,FBgn0015298,NA,,,,FBgn0015298,Srp19
Srp54,FBgn0024285,NA,,,,FBgn0024285,Srp54
Srp54k,FBgn0010747,NA,,,,FBgn0010747,Srp54k
Srp68,FBgn0035947,NA,,,,FBgn0035947,Srp68
Srp72,FBgn0038810,NA,,,,FBgn0038810,Srp72
Srp9,FBgn0035827,NA,,,,FBgn0035827,Srp9
Ssrp,FBgn0010278,NA,,,,FBgn0010278,Ssrp
ssx,FBgn0024987,NA,,,,FBgn0024987,ssx
stau,FBgn0003520,NA,,,,FBgn0003520,stau
stc,FBgn0001978,NA,,,,FBgn0001978,stc
su(f),FBgn0003559,NA,,,,FBgn0003559,su(f)
su(sable),FBgn0003575,NA,,,,FBgn0003575,su(sable)
Su(var)2-10,FBgn0003612,NA,,,,FBgn0003612,Su(var)2-10
Su(var)205,FBgn0003607,NA,,,,FBgn0003607,Su(var)205
Su(var)3-9,FBgn0263755,NA,,,,FBgn0263755,Su(var)3-9
su(w[a]),FBgn0003638,NA,,,,FBgn0003638,su(w[a])
swa,FBgn0003655,NA,,,,FBgn0003655,swa
swm,FBgn0002044,NA,,,,FBgn0002044,swm
Sxl,FBgn0264270,NA,,,,FBgn0264270,Sxl
Synj,FBgn0034691,NA,,,,FBgn0034691,Synj
Syp,FBgn0038826,NA,,,,FBgn0038826,Syp
TBPH,FBgn0025790,NA,,,,FBgn0025790,TBPH
Tdrd3,FBgn0036450,NA,,,,FBgn0036450,Tdrd3
TH1,FBgn0010416,NA,,,,FBgn0010416,TH1
Thor,FBgn0261560,NA,,,,FBgn0261560,Thor
Tis11,FBgn0011837,NA,,,,FBgn0011837,Tis11
Top2,FBgn0003732,NA,,,,FBgn0284220,Top2
tra2,FBgn0003742,NA,,,,FBgn0003742,tra2
Trip1,FBgn0015834,NA,,,,FBgn0015834,eIF3i
tst,FBgn0039117,NA,,,,FBgn0039117,tst
tsu,FBgn0033378,NA,,,,FBgn0033378,tsu
tut,FBgn0052364,NA,,,,FBgn0052364,tut
U2A,FBgn0033210,NA,,,,FBgn0033210,U2A
U2af38,FBgn0017457,NA,,,,FBgn0017457,U2af38
U2af50,FBgn0005411,NA,,,,FBgn0005411,U2af50
U3-55K,FBgn0053505,NA,,,,FBgn0053505,U3-55K
U4-U6-60K,FBgn0036733,NA,,,,FBgn0036733,U4-U6-60K
Ude,FBgn0039226,NA,,,,FBgn0039226,Ude
unk,FBgn0004395,NA,,,,FBgn0004395,unk
Unr,FBgn0263352,NA,,,,FBgn0263352,Unr
Upf1,FBgn0030354,NA,,,,FBgn0030354,Upf1
Upf2,FBgn0029992,NA,,,,FBgn0029992,Upf2
vas,FBgn0262526,NA,,,,FBgn0283442,vas
vig,FBgn0024183,NA,,,,FBgn0024183,vig
Vps36,FBgn0086785,NA,,,,FBgn0086785,Vps36
WDR79,FBgn0031782,NA,,,,FBgn0031782,WDR79
wisp,FBgn0260780,NA,,,,FBgn0260780,wisp
x16,FBgn0028554,NA,,,,FBgn0028554,x16
xmas-2,FBgn0028974,NA,,,,FBgn0286809,xmas
yps,FBgn0022959,NA,,,,FBgn0022959,yps
YT521-B,FBgn0027616,NA,,,,FBgn0027616,Ythdc1
ytr,FBgn0021895,NA,,,,FBgn0021895,ytr
ZC3H3,FBgn0035900,NA,,,,FBgn0035900,ZC3H3
zfh2,FBgn0004607,NA,,,,FBgn0004607,zfh2
Zn72D,FBgn0263603,NA,,,,FBgn0263603,Zn72D
