Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
RpS27A,FBgn0003942,NA,,,,FBgn0003942,RpS27A
RpS28-like,FBgn0085211,NA,,,,FBgn0085211,RpS28-like
RpS28a,FBgn0039739,NA,,,,FBgn0039739,RpS28a
RpS28b,FBgn0030136,NA,,,,FBgn0030136,RpS28b
RpS29,FBgn0261599,NA,,,,FBgn0261599,RpS29
RpS3,FBgn0002622,NA,,,,FBgn0002622,RpS3
RpS30,FBgn0038834,NA,,,,FBgn0038834,RpS30
RpS3A,FBgn0017545,NA,,,,FBgn0017545,RpS3A
RpS4,FBgn0011284,NA,,,,FBgn0011284,RpS4
RpS5a,FBgn0002590,NA,,,,FBgn0002590,RpS5a
RpS5b,FBgn0038277,NA,,,,FBgn0038277,RpS5b
RpS6,FBgn0261592,NA,,,,FBgn0261592,RpS6
RpS7,FBgn0039757,NA,,,,FBgn0039757,RpS7
RpS8,FBgn0039713,NA,,,,FBgn0039713,RpS8
RpS9,FBgn0010408,NA,,,,FBgn0010408,RpS9
S6k,FBgn0015806,NA,,,,FBgn0283472,S6k
S6kII,FBgn0262866,NA,,,,FBgn0262866,S6kII
sta,FBgn0003517,NA,,,,FBgn0003517,sta
Teh3,FBgn0040697,NA,,,,FBgn0040697,Teh3
tko,FBgn0003714,NA,,,,FBgn0003714,tko
