Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
htt,FBgn0027655,,,,,FBgn0027655,htt
ida,FBgn0041147,,,,,FBgn0041147,ida
Ih,FBgn0263397,,,,,FBgn0263397,Ih
in,FBgn0001259,,,,,FBgn0001259,in
ind,FBgn0025776,,,,,FBgn0025776,ind
IntS10,FBgn0035462,,,,,FBgn0035462,IntS10
IntS12,FBgn0039459,,,,,FBgn0039459,IntS12
IntS8,FBgn0025830,,,,,FBgn0025830,IntS8
Ipp,FBgn0016672,,,,,FBgn0016672,Ipp
jing,FBgn0086655,,,,,FBgn0086655,jing
Jon25Bi,FBgn0020906,,,,,FBgn0020906,Jon25Bi
Jon25Bii,FBgn0031654,,,,,FBgn0031654,Jon25Bii
Jon25Biii,FBgn0031653,,,,,FBgn0031653,Jon25Biii
Jon44E,FBgn0001285,,,,,FBgn0001285,Jon44E
Jon65Ai,FBgn0035667,,,,,FBgn0035667,Jon65Ai
Jon65Aii,FBgn0035666,,,,,FBgn0035666,Jon65Aii
Jon65Aiii,FBgn0035665,,,,,FBgn0035665,Jon65Aiii
Jon65Aiv,FBgn0250815,,,,,FBgn0250815,Jon65Aiv
Jon66Ci,FBgn0035886,,,,,FBgn0035886,Jon66Ci
Jon66Cii,FBgn0035887,,,,,FBgn0035887,Jon66Cii
Jon74E,FBgn0023197,,,,,FBgn0023197,Jon74E
Jon99Ci,FBgn0003358,,,,,FBgn0003358,Jon99Ci
Jon99Cii,FBgn0003356,,,,,FBgn0003356,Jon99Cii
Jon99Ciii,FBgn0003357,,,,,FBgn0003357,Jon99Ciii
Jon99Fi,FBgn0039778,,,,,FBgn0039778,Jon99Fi
Jon99Fii,FBgn0039777,,,,,FBgn0039777,Jon99Fii
kay,FBgn0001297,,,,,FBgn0001297,kay
Keap1,FBgn0038475,,,,,FBgn0038475,Keap1
kra,FBgn0250753,,,,,FBgn0250753,kra
kraken,FBgn0020545,,,,,FBgn0020545,kraken
l(2)35Cc,FBgn0259982,,,,,FBgn0259982,Uxt
l(2)41Ab,FBgn0262123,,,,,FBgn0262123,l(2)41Ab
l(3)72Dp,FBgn0263607,,,,,FBgn0263607,l(3)72Dp
l(3)72Dr,FBgn0263608,,,,,FBgn0263608,l(3)72Dr
l(3)87Df,FBgn0002354,,,,,FBgn0002354,l(3)87Df
l(3)mbt,FBgn0002441,,,,,FBgn0002441,l(3)mbt
l(3)neo38,FBgn0265276,,,,,FBgn0265276,l(3)neo38
l(3)neo43,FBgn0011476,,,,,FBgn0011476,l(3)neo43
Lamp1,FBgn0032949,,,,,FBgn0032949,Lamp1
lat,FBgn0005654,,,,,FBgn0005654,Orc3
lbe,FBgn0011278,,,,,FBgn0011278,lbe
lbk,FBgn0034083,,,,,FBgn0034083,lbk
lbl,FBgn0008651,,,,,FBgn0008651,lbl
lft,FBgn0032230,,,,,FBgn0032230,lft
Lgr3,FBgn0039354,,,,,FBgn0039354,Lgr3
lig,FBgn0020279,,,,,FBgn0020279,lig
lilli,FBgn0041111,,,,,FBgn0041111,lilli
lmd,FBgn0039039,,,,,FBgn0039039,lmd
lobo,FBgn0083946,,,,,FBgn0083946,lobo
loqs,FBgn0032515,,,,,FBgn0032515,loqs
lost,FBgn0263594,,,,,FBgn0263594,lost
lox2,FBgn0034660,,,,,FBgn0034660,Loxl2
LysB,FBgn0004425,,,,,FBgn0004425,LysB
LysC,FBgn0004426,,,,,FBgn0004426,LysC
LysD,FBgn0004427,,,,,FBgn0004427,LysD
LysE,FBgn0004428,,,,,FBgn0004428,LysE
LysP,FBgn0004429,,,,,FBgn0004429,LysP
LysS,FBgn0004430,,,,,FBgn0004430,LysS
LysX,FBgn0004431,,,,,FBgn0004431,LysX
Mad1,FBgn0026326,,,,,FBgn0026326,Mad1
mars,FBgn0033845,,,,,FBgn0033845,mars
MBD-R2,FBgn0038016,,,,,FBgn0038016,MBD-R2
mbo,FBgn0026207,,,,,FBgn0026207,mbo
MCPH1,FBgn0260959,,,,,FBgn0260959,MCPH1
MED1,FBgn0037109,,,,,FBgn0037109,MED1
MED16,FBgn0034707,,,,,FBgn0034707,MED16
MED24,FBgn0035851,,,,,FBgn0035851,MED24
MED25,FBgn0038760,,,,,FBgn0038760,MED25
MED28,FBgn0039337,,,,,FBgn0039337,MED28
MED30,FBgn0035149,,,,,FBgn0035149,MED30
MED9,FBgn0260401,,,,,FBgn0260401,MED9
MESR6,FBgn0036846,,,,,FBgn0036846,MESR6
Mgstl,FBgn0025814,,,,,FBgn0025814,Mgstl
mib2,FBgn0086442,,,,,FBgn0086442,mib2
mip40,FBgn0034430,,,,,FBgn0034430,mip40
Mks1,FBgn0030395,,,,,FBgn0030395,Mks1
mms4,FBgn0033549,,,,,FBgn0033549,mms4
Mnn1,FBgn0031885,,,,,FBgn0031885,Mnn1
Mnt,FBgn0023215,,,,,FBgn0023215,Mnt
moody,FBgn0025631,,,,,FBgn0025631,moody
mRpL10,FBgn0031231,,,,,FBgn0031231,mRpL10
mRpL20,FBgn0036335,,,,,FBgn0036335,mRpL20
mRpL37,FBgn0261380,,,,,FBgn0261380,mRpL37
mRpL54,FBgn0034579,,,,,FBgn0034579,mRpL54
mRpS30,FBgn0030692,,,,,FBgn0030692,mRpS30
msl-2,FBgn0005616,,,,,FBgn0005616,msl-2
mst,FBgn0020272,,,,,FBgn0020272,mst
Mtor,FBgn0013756,,,,,FBgn0013756,Mtor
mtSSB,FBgn0010438,,,,,FBgn0010438,mtSSB
Mul1,FBgn0035483,,,,,FBgn0035483,Mul1
Myc,FBgn0262656,,,,,FBgn0262656,Myc
Myd88,FBgn0033402,,,,,FBgn0033402,Myd88
NANS,FBgn0038045,,,,,FBgn0038045,NANS
nbs,FBgn0261530,,,,,FBgn0261530,nbs
ND-MLRQ,FBgn0052230,,,,,FBgn0052230,ND-MLRQ
Ndfip,FBgn0052177,,,,,FBgn0052177,Ndfip
nec,FBgn0002930,,,,,FBgn0002930,nec
Nelf-E,FBgn0017430,,,,,FBgn0017430,Nelf-E
nesd,FBgn0032848,,,,,FBgn0032848,nesd
Neurochondrin,FBgn0037447,,,,,FBgn0037447,Neurochondrin
NFAT,FBgn0030505,,,,,FBgn0030505,NFAT
NijA,FBgn0036101,,,,,FBgn0036101,NijA
NijB,FBgn0036822,,,,,FBgn0036822,NijB
NijC,FBgn0038079,,,,,FBgn0038079,NijC
ninaE,FBgn0002940,,,,,FBgn0002940,ninaE
nkd,FBgn0002945,,,,,FBgn0002945,nkd
NLaz,FBgn0053126,,,,,FBgn0053126,NLaz
Nop17l,FBgn0033224,,,,,FBgn0033224,Nop17l
nos,FBgn0002962,,,,,FBgn0002962,nos
Not10,FBgn0260444,,,,,FBgn0260444,Not10
Notum,FBgn0044028,,,,,FBgn0044028,Notum
Nrk,FBgn0020391,,,,,FBgn0020391,Nrk
nsl1,FBgn0262527,,,,,FBgn0262527,nsl1
Nufip,FBgn0036812,,,,,FBgn0036812,Nufip
Nup133,FBgn0039004,,,,,FBgn0039004,Nup133
Nup153,FBgn0061200,,,,,FBgn0061200,Nup153
Nup160,FBgn0262647,,,,,FBgn0262647,Nup160
Nup37,FBgn0039301,,,,,FBgn0039301,Nup37
Nup43,FBgn0038609,,,,,FBgn0038609,Nup43
Nup58,FBgn0038722,,,,,FBgn0038722,Nup58
nvy,FBgn0005636,,,,,FBgn0005636,nvy
nwk,FBgn0263456,,,,,FBgn0263456,nwk
oaf,FBgn0011818,,,,,FBgn0011818,oaf
Octbeta1R,FBgn0038980,,,,,FBgn0038980,Octbeta1R
Octbeta2R,FBgn0038063,,,,,FBgn0038063,Octbeta2R
Oda,FBgn0014184,,,,,FBgn0014184,Oda
olf413,FBgn0037153,,,,,FBgn0037153,olf413
omd,FBgn0038168,,,,,FBgn0038168,omd
Orc6,FBgn0023180,,,,,FBgn0023180,Orc6
Ork1,FBgn0017561,,,,,FBgn0017561,Ork1
ORY,FBgn0046323,,,,,FBgn0046323,ORY
otp,FBgn0015524,,,,,FBgn0015524,otp
otu,FBgn0003023,,,,,FBgn0003023,otu
ox,FBgn0011227,,,,,FBgn0011227,ox
p,FBgn0086679,,,,,FBgn0086679,p
papi,FBgn0031401,,,,,FBgn0031401,papi
pb,FBgn0051481,,,,,FBgn0051481,pb
Pcl,FBgn0003044,,,,,FBgn0003044,Pcl
Pdcd4,FBgn0030520,,,,,FBgn0030520,Pdcd4
Pde9,FBgn0259171,,,,,FBgn0259171,Pde9
pdm3,FBgn0261588,,,,,FBgn0261588,pdm3
peb,FBgn0003053,,,,,FBgn0003053,peb
Pex11,FBgn0034058,,,,,FBgn0034058,Pex11
Pex16,FBgn0037019,,,,,FBgn0037019,Pex16
PGRP-LA,FBgn0035975,,,,,FBgn0035975,PGRP-LA
PGRP-LB,FBgn0037906,,,,,FBgn0037906,PGRP-LB
PGRP-LC,FBgn0035976,,,,,FBgn0035976,PGRP-LC
PGRP-LE,FBgn0030695,,,,,FBgn0030695,PGRP-LE
PGRP-LF,FBgn0035977,,,,,FBgn0035977,PGRP-LF
ph-d,FBgn0004860,,,,,FBgn0004860,ph-d
ph-p,FBgn0004861,,,,,FBgn0004861,ph-p
pho,FBgn0002521,,,,,FBgn0002521,pho
phtf,FBgn0028579,,,,,FBgn0028579,phtf
PI31,FBgn0033669,,,,,FBgn0033669,PI31
pigeon,FBgn0010309,,,,,FBgn0010309,pigeon
pinta,FBgn0038966,,,,,FBgn0038966,pinta
pip,FBgn0003089,,,,,FBgn0003089,pip
PNUTS,FBgn0053526,,,,,FBgn0053526,PNUTS
pps,FBgn0082831,,,,,FBgn0082831,pps
Ppt2,FBgn0032358,,,,,FBgn0032358,Ppt2
puc,FBgn0243512,,,,,FBgn0243512,puc
pyx,FBgn0035113,,,,,FBgn0035113,pyx
qin,FBgn0263974,,,,,FBgn0263974,qin
rdgBbeta,FBgn0027872,,,,,FBgn0027872,rdgBbeta
Reck,FBgn0036463,,,,,FBgn0036463,Reck
regucalcin,FBgn0030362,,,,,FBgn0030362,regucalcin
Rel,FBgn0014018,,,,,FBgn0014018,Rel
Ret,FBgn0011829,,,,,FBgn0011829,Ret
rev7,FBgn0037345,,,,,FBgn0037345,PolZ2
Rfabg,FBgn0087002,,,,,FBgn0087002,apolpp
Rh2,FBgn0003248,,,,,FBgn0003248,Rh2
Rh3,FBgn0003249,,,,,FBgn0003249,Rh3
Rh4,FBgn0003250,,,,,FBgn0003250,Rh4
Rh5,FBgn0014019,,,,,FBgn0014019,Rh5
Rh6,FBgn0019940,,,,,FBgn0019940,Rh6
Rh7,FBgn0036260,,,,,FBgn0036260,Rh7
Rif1,FBgn0050085,,,,,FBgn0050085,Rif1
Rip11,FBgn0027335,,,,,FBgn0027335,Rip11
Rootletin,FBgn0039152,,,,,FBgn0039152,Root
rtp,FBgn0087005,,,,,FBgn0087005,rtp
Samuel,FBgn0032330,,,,,FBgn0032330,Samuel
Sans,FBgn0033785,,,,,FBgn0033785,Sans
Sap-r,FBgn0000416,,,,,FBgn0000416,Sap-r
Sap130,FBgn0262714,,,,,FBgn0262714,Sap130
Sas-4,FBgn0011020,,,,,FBgn0011020,Sas-4
sba,FBgn0016754,,,,,FBgn0016754,sba
sca,FBgn0003326,,,,,FBgn0003326,sca
Scgalpha,FBgn0032013,,,,,FBgn0032013,Scgalpha
Scgbeta,FBgn0038042,,,,,FBgn0038042,Scgbeta
scyl,FBgn0041094,,,,,FBgn0041094,scyl
Seipin,FBgn0040336,,,,,FBgn0040336,Seipin
Sidpn,FBgn0032741,,,,,FBgn0032741,Sidpn
SKIP,FBgn0051163,,,,,FBgn0051163,SKIP
Slob,FBgn0264087,,,,,FBgn0264087,Slob
slow,FBgn0035539,,,,,FBgn0035539,slow
Smg5,FBgn0019890,,,,,FBgn0019890,Smg5
smp-30,FBgn0038257,,,,,FBgn0038257,smp-30
Smyd4,FBgn0036282,,,,,FBgn0036282,Smyd4-2
sn,FBgn0003447,,,,,FBgn0003447,sn
Snx16,FBgn0034265,,,,,FBgn0034265,Snx16
Sobp,FBgn0033654,,,,,FBgn0033654,Sobp
sowah,FBgn0036302,,,,,FBgn0036302,sowah
sowi,FBgn0037460,,,,,FBgn0037460,sowi
Sox100B,FBgn0024288,,,,,FBgn0024288,Sox100B
SP2637,FBgn0034371,,,,,FBgn0034371,Ntan1
Spec2,FBgn0044823,,,,,FBgn0044823,Spec2
SPH93,FBgn0032638,,,,,FBgn0032638,SPH93
sphinx1,FBgn0052383,,,,,FBgn0052383,sphinx1
sphinx2,FBgn0052382,,,,,FBgn0052382,sphinx2
spir,FBgn0003475,,,,,FBgn0003475,spir
sPLA2,FBgn0033170,,,,,FBgn0033170,sPLA2
Spn28B,FBgn0083141,,,,,FBgn0083141,Spn28B
Spn28Da,FBgn0051902,,,,,FBgn0051902,Spn28Da
Spn28Db,FBgn0053121,,,,,FBgn0053121,Spn28Db
Spn28Dc,FBgn0031973,,,,,FBgn0031973,Spn28Dc
Spn28F,FBgn0028987,,,,,FBgn0028987,Spn28F
Spn38F,FBgn0028986,,,,,FBgn0028986,Spn38F
Spn42Da,FBgn0265137,,,,,FBgn0265137,Spn42Da
Spn42Db,FBgn0033112,,,,,FBgn0033112,Spn42Db
Spn42Dc,FBgn0033113,,,,,FBgn0033113,Spn42Dc
Spn42Dd,FBgn0028988,,,,,FBgn0028988,Spn42Dd
Spn42De,FBgn0033115,,,,,FBgn0033115,Spn42De
Spn43Aa,FBgn0024294,,,,,FBgn0024294,Spn43Aa
Spn43Ab,FBgn0024293,,,,,FBgn0024293,Spn43Ab
Spn47C,FBgn0033574,,,,,FBgn0033574,Spn47C
Spn55B,FBgn0028983,,,,,FBgn0028983,Spn55B
srl,FBgn0037248,,,,,FBgn0037248,srl
St2,FBgn0037665,,,,,FBgn0037665,St2
ST6Gal,FBgn0035050,,,,,FBgn0035050,SiaT
stumps,FBgn0020299,,,,,FBgn0020299,stumps
stv,FBgn0086708,,,,,FBgn0086708,stv
sty,FBgn0014388,,,,,FBgn0014388,sty
Su(fu),FBgn0005355,,,,,FBgn0005355,Su(fu)
Su(Tpl),FBgn0014037,,,,,FBgn0014037,Su(Tpl)
sub,FBgn0003545,,,,,FBgn0003545,sub
sug,FBgn0033782,,,,,FBgn0033782,sug
sunz,FBgn0037462,,,,,FBgn0037462,sunz
sxe2,FBgn0038398,,,,,FBgn0038398,sxe2
Syx17,FBgn0035540,,,,,FBgn0035540,Syx17
tacc,FBgn0026620,,,,,FBgn0026620,tacc
Tango1,FBgn0031842,,,,,FBgn0286898,Tango1
temp,FBgn0027296,,,,,FBgn0027296,temp
Tet,FBgn0263392,,,,,FBgn0263392,Tet
TFAM,FBgn0038805,,,,,FBgn0038805,TFAM
Thor,FBgn0261560,,,,,FBgn0261560,Thor
tilB,FBgn0014395,,,,,FBgn0014395,tilB
Toll-9,FBgn0036978,,,,,FBgn0036978,Toll-9
Traf-like,FBgn0030748,,,,,FBgn0030748,Traf-like
Tre1,FBgn0046687,,,,,FBgn0046687,Tre1
Tsf2,FBgn0036299,,,,,FBgn0036299,Tsf2
Tsp,FBgn0031850,,,,,FBgn0031850,Tsp
Tsp74F,FBgn0036769,,,,,FBgn0036769,Tsp74F
TTLL3A,FBgn0031854,,,,,FBgn0031854,TTLL3A
TTLL3B,FBgn0031853,,,,,FBgn0031853,TTLL3B
tud,FBgn0003891,,,,,FBgn0003891,tud
Ublcp1,FBgn0027526,,,,,FBgn0027526,Ublcp1
unpg,FBgn0015561,,,,,FBgn0015561,unpg
Unr,FBgn0263352,,,,,FBgn0263352,Unr
Usf,FBgn0029711,,,,,FBgn0029711,Usf
Uvrag,FBgn0032499,,,,,FBgn0032499,Uvrag
vanin-like,FBgn0040069,,,,,FBgn0040069,vanin-like
vg,FBgn0003975,,,,,FBgn0003975,vg
VhaAC45,FBgn0262515,,,,,FBgn0262515,VhaAC45
VhaM8.9,FBgn0037671,,,,,FBgn0037671,ATP6AP2
vimar,FBgn0022960,,,,,FBgn0022960,vimar
vir,FBgn0003977,,,,,FBgn0003977,vir
wde,FBgn0027499,,,,,FBgn0027499,wde
wfs1,FBgn0039003,,,,,FBgn0039003,wfs1
wge,FBgn0051151,,,,,FBgn0051151,wge
wit,FBgn0024179,,,,,FBgn0024179,wit
woc,FBgn0010328,,,,,FBgn0010328,woc
wtrw,FBgn0260005,,,,,FBgn0260005,wtrw
wus,FBgn0030805,,,,,FBgn0030805,wus
yip7,FBgn0040060,,,,,FBgn0040060,yip7
Yp1,FBgn0004045,,,,,FBgn0004045,Yp1
Yp2,FBgn0005391,,,,,FBgn0005391,Yp2
Yp3,FBgn0004047,,,,,FBgn0004047,Yp3
ZAP3,FBgn0052685,,,,,FBgn0052685,ZAP3
zen2,FBgn0004054,,,,,FBgn0004054,zen2
zuc,FBgn0261266,,,,,FBgn0261266,zuc
zyd,FBgn0265767,,,,,FBgn0265767,zyd
