Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
CG8417,FBgn0037744,NA,,,,FBgn0286506,Mpi
CG8475,FBgn0031995,NA,,,,FBgn0031995,CG8475
CG8858,FBgn0033698,NA,,,,FBgn0033698,CG8858
CG9485,FBgn0034618,NA,,,,FBgn0034618,CG9485
CG9784,FBgn0030761,NA,,,,FBgn0030761,CG9784
Chc,FBgn0000319,NA,,,,FBgn0000319,Chc
cher,FBgn0014141,NA,,,,FBgn0014141,cher
Ciao1,FBgn0033972,NA,,,,FBgn0033972,Ciao1
cln3,FBgn0036756,NA,,,,FBgn0036756,Cln3
comt,FBgn0000346,NA,,,,FBgn0000346,comt
Cul2,FBgn0032956,NA,,,,FBgn0032956,Cul2
Cul3,FBgn0261268,NA,,,,FBgn0261268,Cul3
Cyt-c1,FBgn0035600,NA,,,,FBgn0035600,Cyt-c1
Cyt-c1L,FBgn0039651,NA,,,,FBgn0039651,Cyt-c1L
DIP2,FBgn0024806,NA,,,,FBgn0024806,DIP2
dre4,FBgn0002183,NA,,,,FBgn0002183,dre4
EcR,FBgn0000546,NA,,,,FBgn0000546,EcR
eIF3-S10,FBgn0037249,NA,,,,FBgn0037249,eIF3a
Eip74EF,FBgn0000567,NA,,,,FBgn0000567,Eip74EF
Eip93F,FBgn0264490,NA,,,,FBgn0264490,Eip93F
Elf,FBgn0020443,NA,,,,FBgn0020443,eRF3
emb,FBgn0020497,NA,,,,FBgn0020497,emb
EndoB,FBgn0034433,NA,,,,FBgn0034433,EndoB
esn,FBgn0263934,NA,,,,FBgn0263934,esn
FANCI,FBgn0033354,NA,,,,FBgn0033354,FANCI
foxo,FBgn0038197,NA,,,,FBgn0038197,foxo
galectin,FBgn0031213,NA,,,,FBgn0031213,galectin
Galphai,FBgn0001104,NA,,,,FBgn0001104,Galphai
Galphao,FBgn0001122,NA,,,,FBgn0001122,Galphao
Galphaq,FBgn0004435,NA,,,,FBgn0004435,Galphaq
GAPcenA,FBgn0035879,NA,,,,FBgn0035879,GAPcenA
garz,FBgn0264560,NA,,,,FBgn0264560,garz
GCS2alpha,FBgn0027588,NA,,,,FBgn0027588,GCS2alpha
Gfat1,FBgn0027341,NA,,,,FBgn0287209,Gfat1
Gfat2,FBgn0039580,NA,,,,FBgn0039580,Gfat2
Ggamma1,FBgn0004921,NA,,,,FBgn0004921,Ggamma1
Ggamma30A,FBgn0267252,NA,,,,FBgn0267252,Ggamma30A
gish,FBgn0250823,NA,,,,FBgn0250823,gish
Glg1,FBgn0264561,NA,,,,FBgn0264561,Glg1
GlyS,FBgn0266064,NA,,,,FBgn0266064,GlyS
Gos28,FBgn0044871,NA,,,,FBgn0044871,Gos28
Gp93,FBgn0039562,NA,,,,FBgn0039562,Gp93
grp,FBgn0261278,NA,,,,FBgn0261278,grp
GstO3,FBgn0035904,NA,,,,FBgn0035904,GstO3
Hel25E,FBgn0014189,NA,,,,FBgn0014189,Hel25E
hpo,FBgn0261456,NA,,,,FBgn0261456,hpo
ik2,FBgn0086657,NA,,,,FBgn0086657,IKKepsilon
ird1,FBgn0260935,NA,,,,FBgn0260935,Vps15
Khc,FBgn0001308,NA,,,,FBgn0001308,Khc
lkb1,FBgn0038167,NA,,,,FBgn0038167,Lkb1
Lon,FBgn0036892,NA,,,,FBgn0036892,Lon
Lst8,FBgn0264691,NA,,,,FBgn0264691,Lst8
mahj,FBgn0034641,NA,,,,FBgn0034641,mahj
mbc,FBgn0015513,NA,,,,FBgn0015513,mbc
Mcm2,FBgn0014861,NA,,,,FBgn0014861,Mcm2
Mhc,FBgn0264695,NA,,,,FBgn0264695,Mhc
Mtl,FBgn0039532,NA,,,,FBgn0039532,Mtl
Mtpalpha,FBgn0028479,NA,,,,FBgn0028479,Mtpalpha
mtRNApol,FBgn0261938,NA,,,,FBgn0261938,mtRNApol
MYPT-75D,FBgn0036801,NA,,,,FBgn0036801,MYPT-75D
Nat1,FBgn0031020,NA,,,,FBgn0031020,Naa15-16
Nedd4,FBgn0259174,NA,,,,FBgn0259174,Nedd4
Nek2,FBgn0029970,NA,,,,FBgn0029970,Nek2
niki,FBgn0045980,NA,,,,FBgn0045980,niki
Nipsnap,FBgn0030724,NA,,,,FBgn0030724,Nipsnap
Nsf2,FBgn0266464,NA,,,,FBgn0266464,Nsf2
nudC,FBgn0021768,NA,,,,FBgn0021768,nudC
Nup154,FBgn0021761,NA,,,,FBgn0021761,Nup154
Nup44A,FBgn0033247,NA,,,,FBgn0033247,Nup44A
Ocrl,FBgn0023508,NA,,,,FBgn0023508,Ocrl
p38a,FBgn0015765,NA,,,,FBgn0015765,p38a
Parp,FBgn0010247,NA,,,,FBgn0010247,Parp
Pde11,FBgn0085370,NA,,,,FBgn0085370,Pde11
Pde6,FBgn0038237,NA,,,,FBgn0038237,Pde6
Pdk1,FBgn0020386,NA,,,,FBgn0020386,Pdk1
Pex23,FBgn0052226,NA,,,,FBgn0052226,Pex23
Pfk,FBgn0003071,NA,,,,FBgn0003071,Pfk
Pgk,FBgn0250906,NA,,,,FBgn0250906,Pgk
Pgm,FBgn0003076,NA,,,,FBgn0003076,Pgm1
Pi3K59F,FBgn0015277,NA,,,,FBgn0015277,Pi3K59F
Pi3K68D,FBgn0015278,NA,,,,FBgn0015278,Pi3K68D
Pi3K92E,FBgn0015279,NA,,,,FBgn0015279,Pi3K92E
pic,FBgn0260962,NA,,,,FBgn0260962,pic
pk,FBgn0003090,NA,,,,FBgn0003090,pk
Pk92B,FBgn0014006,NA,,,,FBgn0014006,Ask1
Plod,FBgn0036147,NA,,,,FBgn0036147,Plod
Pmp70,FBgn0031069,NA,,,,FBgn0031069,Pmp70
polo,FBgn0003124,NA,,,,FBgn0003124,polo
Psa,FBgn0261243,NA,,,,FBgn0261243,Psa
Pten,FBgn0026379,NA,,,,FBgn0026379,Pten
Rab1,FBgn0016700,NA,,,,FBgn0285937,Rab1
Rab14,FBgn0015791,NA,,,,FBgn0015791,Rab14
Rab2,FBgn0014009,NA,,,,FBgn0014009,Rab2
Rab3,FBgn0005586,NA,,,,FBgn0005586,Rab3
Rab6,FBgn0015797,NA,,,,FBgn0015797,Rab6
Rab8,FBgn0262518,NA,,,,FBgn0262518,Rab8
Rab9Fb,FBgn0052670,NA,,,,FBgn0052670,Rab9Fb
Rala,FBgn0015286,NA,,,,FBgn0015286,Rala
Ras85D,FBgn0003205,NA,,,,FBgn0003205,Ras85D
Rho1,FBgn0014020,NA,,,,FBgn0014020,Rho1
robo2,FBgn0002543,NA,,,,FBgn0002543,robo2
Rpn1,FBgn0028695,NA,,,,FBgn0028695,Rpn1
Rpt1,FBgn0028687,NA,,,,FBgn0028687,Rpt1
Rpt2,FBgn0015282,NA,,,,FBgn0015282,Rpt2
Rpt3,FBgn0028686,NA,,,,FBgn0028686,Rpt3
Rpt3R,FBgn0037742,NA,,,,FBgn0037742,Rpt3R
Rpt6,FBgn0020369,NA,,,,FBgn0020369,Rpt6
Rpt6R,FBgn0039788,NA,,,,FBgn0039788,Rpt6R
S6k,FBgn0015806,NA,,,,FBgn0283472,S6k
Sas,FBgn0038045,NA,,,,FBgn0038045,NANS
scf,FBgn0025682,NA,,,,FBgn0025682,scf
Sec23,FBgn0262125,NA,,,,FBgn0262125,Sec23
Sec61alpha,FBgn0086357,NA,,,,FBgn0086357,Sec61alpha
sff,FBgn0036544,NA,,,,FBgn0036544,sff
sgg,FBgn0003371,NA,,,,FBgn0003371,sgg
shi,FBgn0003392,NA,,,,FBgn0003392,shi
sima,FBgn0266411,NA,,,,FBgn0266411,sima
Slh,FBgn0264978,NA,,,,FBgn0264978,Slh
slim,FBgn0261477,NA,,,,FBgn0261477,slim
SMC1,FBgn0040283,NA,,,,FBgn0040283,SMC1
SMC3,FBgn0015615,NA,,,,FBgn0015615,SMC3
Snap25,FBgn0011288,NA,,,,FBgn0011288,Snap25
SNF4Agamma,FBgn0264357,NA,,,,FBgn0264357,SNF4Agamma
spg,FBgn0264324,NA,,,,FBgn0264324,spg
ste14,FBgn0036336,NA,,,,FBgn0036336,ste14
Stlk,FBgn0046692,NA,,,,FBgn0046692,Stlk
Synj,FBgn0034691,NA,,,,FBgn0034691,Synj
Tao,FBgn0031030,NA,,,,FBgn0031030,Tao
Tcp-1eta,FBgn0037632,NA,,,,FBgn0037632,CCT7
Thiolase,FBgn0025352,NA,,,,FBgn0025352,Mtpbeta
Tor,FBgn0021796,NA,,,,FBgn0021796,Tor
Trpml,FBgn0262516,NA,,,,FBgn0262516,Trpml
Tudor-SN,FBgn0035121,NA,,,,FBgn0035121,Tudor-SN
UBL3,FBgn0026076,NA,,,,FBgn0026076,UBL3
Usp7,FBgn0030366,NA,,,,FBgn0030366,Usp7
Uvrag,FBgn0032499,NA,,,,FBgn0032499,Uvrag
Vang,FBgn0015838,NA,,,,FBgn0015838,Vang
Vps16A,FBgn0261241,NA,,,,FBgn0285911,Vps16A
wal,FBgn0010516,NA,,,,FBgn0010516,wal
whd,FBgn0261862,NA,,,,FBgn0261862,whd
zip,FBgn0265434,NA,,,,FBgn0265434,zip
