Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
byn,FBgn0011723,DNA-binding with transcription factor activity,T-box,High,TFscore=1,FBgn0011723,byn
C15,FBgn0004863,DNA-binding with transcription factor activity,Homeobox,High,TFscore=5,FBgn0004863,C15
cact,FBgn0000250,Maybe TF,,,,FBgn0000250,cact
cad,FBgn0000251,DNA-binding with transcription factor activity,Homeobox,High,TFscore=1,FBgn0000251,cad
Caf1,FBgn0263979,Chromatin regulation,,,,FBgn0263979,Caf1-55
Camta,FBgn0259234,DNA-binding with transcription factor activity,CG-1|TIG,High,TFscore=1,FBgn0287478,Camta
can,FBgn0011569,DNA-binding with transcription factor activity,,,,FBgn0011569,can
Cand1,FBgn0027568,Maybe TF,,,,FBgn0027568,Cand1
cas,FBgn0004878,DNA-binding with transcription factor activity,AT_hook|zf-C2H2,High,TFscore=2,FBgn0004878,cas
cato,FBgn0024249,DNA-binding with transcription factor activity,HLH,Medium,TFscore=6,FBgn0024249,cato
caup,FBgn0015919,DNA-binding with transcription factor activity,Homeobox,High,TFscore=1,FBgn0015919,caup
caz,FBgn0011571,DNA-binding with transcription factor activity,,,,FBgn0285954,caz
cbt,FBgn0043364,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0043364,cbt
Cdc5,FBgn0265574,DNA-binding with transcription factor activity,,Medium,,FBgn0265574,Cdc5
Cdk12,FBgn0037093,Maybe TF,,,,FBgn0037093,Cdk12
Cdk7,FBgn0263237,DNA-binding with transcription factor activity,,,,FBgn0263237,Cdk7
Cdk8,FBgn0015618,Co-factor,,,,FBgn0015618,Cdk8
Cdk9,FBgn0019949,DNA-binding with transcription factor activity,,,,FBgn0019949,Cdk9
Cenp-C,FBgn0266916,DNA-binding with transcription factor activity,AT_hook,,TFscore=NA,FBgn0266916,Cenp-C
Cf2,FBgn0000286,DNA-binding with transcription factor activity,zf-C2H2,High,TFscore=1,FBgn0000286,Cf2
cg,FBgn0000289,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0000289,cg
CG10147,FBgn0035702,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0035702,CG10147
CG10209,FBgn0033971,DNA-binding with transcription factor activity,BESS,Medium,TFscore=6,FBgn0033971,CG10209
CG10232,FBgn0039108,Maybe TF,,,,FBgn0039108,CG10232
CG1024,FBgn0027514,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0027514,CG1024
CG10274,FBgn0035690,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0035690,CG10274
CG10321,FBgn0034643,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0034643,CG10321
CG10348,FBgn0032707,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0032707,CG10348
CG10366,FBgn0032814,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0032814,CG10366
CG10431,FBgn0032730,DNA-binding with transcription factor activity,THAP|zf-C2H2,Medium,TFscore=6,FBgn0032730,CG10431
CG10445,FBgn0037531,DNA-binding with transcription factor activity,,,,FBgn0037531,CG10445
CG10462,FBgn0032815,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0032815,CG10462
CG10543,FBgn0034570,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0034570,CG10543
CG10565,FBgn0037051,DNA-binding with transcription factor activity,Myb_DNA-binding,Medium,TFscore=6,FBgn0037051,CG10565
CG10576,FBgn0035630,Maybe TF,,,,FBgn0035630,CG10576
CG10631,FBgn0032817,DNA-binding with transcription factor activity,THAP|zf-C2H2,Medium,TFscore=6,FBgn0032817,CG10631
CG10654,FBgn0036294,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0036294,CG10654
CG10669,FBgn0039329,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0039329,CG10669
CG10949,FBgn0032858,DNA-binding with transcription factor activity,AT_hook|MADF,Medium,TFscore=6,FBgn0032858,CG10949
CG10959,FBgn0030010,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030010,CG10959
CG10979,FBgn0037379,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037379,CG10979
CG11085,FBgn0030408,DNA-binding with transcription factor activity,Homeobox,High,TFscore=5,FBgn0030408,CG11085
CG11122,FBgn0030266,DNA-binding with transcription factor activity,,Medium,,FBgn0030266,CG11122
CG11247,FBgn0037120,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037120,CG11247
CG11294,FBgn0030058,DNA-binding with transcription factor activity,Homeobox,High,TFscore=5,FBgn0030058,CG11294
CG11317,FBgn0039816,DNA-binding with transcription factor activity,,Medium,,FBgn0039816,CG11317
CG11398,FBgn0040366,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0040366,CG11398
CG11414,FBgn0035024,DNA-binding with transcription factor activity,,Medium,,FBgn0035024,CG11414
CG11456,FBgn0037031,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037031,CG11456
CG11504,FBgn0039733,Maybe TF,MADF,,TFscore=NA,FBgn0039733,CG11504
CG11539,FBgn0039859,Maybe TF,,,,FBgn0039859,CG11539
CG11560,FBgn0036249,DNA-binding with transcription factor activity,zf-BED,,TFscore=NA,FBgn0036249,CG11560
CG11617,FBgn0031232,DNA-binding with transcription factor activity,Homeobox,High,TFscore=5,FBgn0031232,CG11617
CG11695,FBgn0030316,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030316,CG11695
CG11696,FBgn0030314,DNA-binding with transcription factor activity,AT_hook|zf-C2H2,Medium,TFscore=6,FBgn0030314,CG11696
CG11710,FBgn0031115,DNA-binding with transcription factor activity,,Medium,,FBgn0031115,CG11710
CG11723,FBgn0031391,DNA-binding with transcription factor activity,BESS,Medium,TFscore=6,FBgn0031391,CG11723
CG11762,FBgn0037618,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037618,ouib
CG11835,FBgn0031264,DNA-binding with transcription factor activity,,,,FBgn0031264,CG11835
CG11876,FBgn0039635,Maybe TF,,,,FBgn0039635,Pdhb
CG11902,FBgn0028647,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0028647,CG11902
CG11906,FBgn0034425,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0034425,CG11906
CG11966,FBgn0037645,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0286204,ich
CG11970,FBgn0027503,DNA-binding with transcription factor activity,NFRKB,,TFscore=NA,FBgn0027503,CG11970
CG12054,FBgn0039831,DNA-binding with transcription factor activity,,Medium,,FBgn0039831,CG12054
CG12071,FBgn0039808,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0039808,CG12071
CG12104,FBgn0035238,DNA-binding with transcription factor activity,HMG_box,Medium,TFscore=6,FBgn0035238,CG12104
CG12155,FBgn0029957,Maybe TF,MADF,,TFscore=NA,FBgn0029957,CG12155
CG12162,FBgn0037329,DNA-binding with transcription factor activity,,Medium,,FBgn0037329,POLDIP2
CG12219,FBgn0043796,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0043796,CG12219
CG12236,FBgn0029822,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0029822,CG12236
CG12299,FBgn0032295,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0032295,CG12299
CG1233,FBgn0035137,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0035137,CG1233
CG12391,FBgn0033581,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033581,CG12391
CG12605,FBgn0035481,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0035481,CG12605
CG12659,FBgn0040929,Maybe TF,YL1_C,,TFscore=NA,FBgn0040929,CG12659
CG12744,FBgn0033459,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033459,CG12744
CG12768,FBgn0037206,Maybe TF,MADF,,TFscore=NA,FBgn0037206,CG12768
CG12769,FBgn0033252,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033252,CG12769
CG12942,FBgn0033569,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033569,CG12942
CG13123,FBgn0032150,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0032150,CG13123
CG13131,FBgn0032175,Maybe TF,,,,FBgn0032175,CG13131
CG13185,FBgn0033661,Maybe TF,,,,FBgn0033661,CG13185
CG13204,FBgn0033627,DNA-binding with transcription factor activity,BESS,Medium,TFscore=6,FBgn0033627,CG13204
CG13287,FBgn0035643,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0035643,CG13287
CG13296,FBgn0035687,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0035687,Prdm13
CG13458,FBgn0036479,DNA-binding with transcription factor activity,,Medium,,FBgn0036479,CG13458
CG13488,FBgn0034670,Maybe TF,,,,FBgn0034670,CG13488
CG13617,FBgn0039201,DNA-binding with transcription factor activity,,Medium,,FBgn0039201,DZIP1
CG13624,FBgn0039209,DNA-binding with transcription factor activity,bZIP,Medium,TFscore=6,FBgn0039209,REPTOR
CG13773,FBgn0042092,Maybe TF,,,,FBgn0042092,CG13773
CG13775,FBgn0031874,DNA-binding with transcription factor activity,zf-BED,Medium,TFscore=6,FBgn0031874,CG13775
CG13796,FBgn0031939,Maybe TF,,,,FBgn0031939,CG13796
CG13894,FBgn0035157,DNA-binding with transcription factor activity,THAP,,TFscore=NA,FBgn0035157,CG13894
CG14050,FBgn0040392,DNA-binding with transcription factor activity,zf-BED,,TFscore=NA,FBgn0040392,CG14050
CG14117,FBgn0036331,DNA-binding with transcription factor activity,,Medium,,FBgn0036331,CR14117
CG14183,FBgn0036931,Maybe TF,,,,FBgn0036931,CG14183
CG14200,FBgn0031023,DNA-binding with transcription factor activity,,Medium,,FBgn0031023,CG14200
CG14260,FBgn0039504,Maybe TF,,,,FBgn0039504,CG14260
CG14438,FBgn0029899,DNA-binding with transcription factor activity,,Medium,,FBgn0287725,sov
CG14441,FBgn0029895,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0029895,CG14441
CG14451,FBgn0037183,DNA-binding with transcription factor activity,,Medium,,FBgn0037183,CG14451
CG14655,FBgn0037275,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037275,CG14655
CG14667,FBgn0037317,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037317,CG14667
CG14710,FBgn0037920,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037920,CG14710
CG14711,FBgn0037922,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037922,CG14711
CG14767,FBgn0040777,DNA-binding with transcription factor activity,,Medium,,FBgn0040777,CG14767
CG15011,FBgn0035518,DNA-binding with transcription factor activity,zf-NF-X1,Medium,TFscore=6,FBgn0035518,CG15011
CG15073,FBgn0034379,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0034379,CG15073
CG15141,FBgn0032635,Maybe TF,,,,FBgn0032635,CG15141
CG15262,FBgn0028852,Co-factor,,,,FBgn0028852,CG15262
CG15269,FBgn0028878,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0028878,CG15269
CG15270,FBgn0028879,Maybe TF,,,,FBgn0028879,CG15270
CG15286,FBgn0028531,DNA-binding with transcription factor activity,,Medium,,FBgn0028531,CG15286
CG1529,FBgn0031144,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0031144,CG1529
CG15336,FBgn0030009,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030009,CG15336
CG15365,FBgn0030077,DNA-binding with transcription factor activity,,Medium,,FBgn0030077,CG15365
CG15398,FBgn0031446,DNA-binding with transcription factor activity,,,,FBgn0031446,Trf5
CG15435,FBgn0031608,DNA-binding with transcription factor activity,,Medium,,FBgn0031608,CG15435
CG15436,FBgn0031610,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0031610,CG15436
CG15514,FBgn0039712,DNA-binding with transcription factor activity,zf-BED,Medium,TFscore=6,FBgn0039712,CG15514
CG15696,FBgn0038833,DNA-binding with transcription factor activity,Homeobox,High,TFscore=5,FBgn0038833,CG15696
CG15710,FBgn0034120,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0034120,CG15710
CG15715,FBgn0036538,DNA-binding with transcription factor activity,,Medium,,FBgn0036538,CG15715
CG15812,FBgn0035405,DNA-binding with transcription factor activity,HTH_psq,Medium,TFscore=6,FBgn0035405,CG15812
CG15912,FBgn0029712,Maybe TF,,,,FBgn0029712,CG15912
CG1602,FBgn0033186,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033186,CG1602
CG1603,FBgn0033185,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033185,CG1603
CG1620,FBgn0033183,DNA-binding with transcription factor activity,Myb_DNA-binding,Medium,TFscore=6,FBgn0033183,CG1620
CG1647,FBgn0039602,DNA-binding with transcription factor activity,zf-C2H2,,TFscore=NA,FBgn0039602,CG1647
CG1663,FBgn0033449,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033449,CG1663
CG16779,FBgn0037698,DNA-binding with transcription factor activity,Myb_DNA-binding|zf-C2H2,Medium,TFscore=6,FBgn0037698,CG16779
CG16863,FBgn0028931,DNA-binding with transcription factor activity,zf-BED,High,TFscore=5,FBgn0028931,CG16863
CG16903,FBgn0040394,DNA-binding with transcription factor activity,,,,FBgn0040394,CG16903
CG17068,FBgn0031098,Maybe TF,,,,FBgn0031098,CG17068
CG17118,FBgn0032291,DNA-binding with transcription factor activity,,,,FBgn0032291,CG17118
CG17186,FBgn0038741,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0038741,CG17186
CG17209,FBgn0030687,DNA-binding with transcription factor activity,,,,FBgn0030687,Rpc160
CG17328,FBgn0028895,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0028895,CG17328
CG17359,FBgn0036396,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0036396,CG17359
CG17361,FBgn0036395,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0036395,CG17361
CG17385,FBgn0033934,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033934,CG17385
CG17568,FBgn0032763,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0032763,CG17568
CG17612,FBgn0031597,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0031597,CG17612
CG17724,FBgn0033802,Maybe TF,,,,FBgn0033802,CG17724
CG17801,FBgn0038550,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0038550,CG17801
CG17802,FBgn0038549,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0038549,CG17802
CG17803,FBgn0038547,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0038547,CG17803
CG17806,FBgn0038548,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0038548,CG17806
CG17829,FBgn0025635,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0025635,CG17829
CG17912,FBgn0032600,DNA-binding with transcription factor activity,zf-BED|zf-C2H2,Medium,TFscore=6,FBgn0032600,BuGZ
CG1792,FBgn0039860,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0039860,CG1792
CG18011,FBgn0033491,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0033491,CG18011
CG18262,FBgn0030012,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030012,CG18262
CG18265,FBgn0036725,DNA-binding with transcription factor activity,,Medium,,FBgn0036725,CG18265
CG18446,FBgn0033458,DNA-binding with transcription factor activity,,Medium,,FBgn0033458,Lime
CG18476,FBgn0037931,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0037931,CG18476
CG18599,FBgn0038592,DNA-binding with transcription factor activity,Homeobox,High,TFscore=5,FBgn0038592,CG18599
CG18619,FBgn0032202,DNA-binding with transcription factor activity,bZIP,Medium,TFscore=6,FBgn0032202,REPTOR-BP
CG18764,FBgn0042205,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0042205,CG18764
CG1894,FBgn0039585,Chromatin regulation,,,,FBgn0039585,CG1894
CG1965,FBgn0037466,DNA-binding with transcription factor activity,,,,FBgn0037466,CG1965
CG2051,FBgn0037376,Chromatin regulation,,,,FBgn0037376,Hat1
CG2116,FBgn0030003,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030003,CG2116
CG2120,FBgn0030005,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030005,CG2120
CG2129,FBgn0030008,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030008,CG2129
CG2199,FBgn0035213,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0035213,CG2199
CG2202,FBgn0030240,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030240,CG2202
CG2652,FBgn0025838,Maybe TF,,,,FBgn0025838,CG2652
CG2678,FBgn0014931,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0014931,CG2678
CG2712,FBgn0024975,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0024975,CG2712
CG2790,FBgn0027599,DNA-binding with transcription factor activity,,Medium,,FBgn0027599,CG2790
CG2875,FBgn0029672,Maybe TF,CBF,,TFscore=NA,FBgn0029672,CG2875
CG2889,FBgn0030206,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0030206,CG2889
CG30020,FBgn0050020,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0050020,CG30020
CG30080,FBgn0050080,DNA-binding with transcription factor activity,,,,FBgn0050080,CG30080
CG3032,FBgn0029928,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0029928,CG3032
CG30401,FBgn0050401,DNA-binding with transcription factor activity,,Medium,,FBgn0050401,dany
CG30403,FBgn0050403,DNA-binding with transcription factor activity,BESS,Medium,TFscore=6,FBgn0050403,CG30403
CG30431,FBgn0050431,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0050431,CG30431
CG3065,FBgn0034946,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0034946,CG3065
CG31126,FBgn0051126,Maybe TF,,,,FBgn0051126,CG31126
CG31224,FBgn0051224,DNA-binding with transcription factor activity,zf-C2H2,Medium,TFscore=6,FBgn0051224,CG31224
CG31272,FBgn0051272,Maybe TF,,,,FBgn0051272,CG31272
