Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
CG5122,FBgn0032471,NA,,,,FBgn0032471,CG5122
CG5190,FBgn0034351,NA,,,,FBgn0034351,rswl
CG5265,FBgn0038486,NA,,,,FBgn0038486,CG5265
CG5590,FBgn0039537,NA,,,,FBgn0039537,CG5590
CG5704,FBgn0026570,NA,,,,FBgn0026570,CG5704
CG5707,FBgn0026593,NA,,,,FBgn0026593,CG5707
CG5919,FBgn0038876,NA,,,,FBgn0038876,Idi
CG6006,FBgn0063649,NA,,,,FBgn0063649,CG6006
CG6567,FBgn0037842,NA,,,,FBgn0037842,CG6567
CG7601,FBgn0027583,NA,,,,FBgn0027583,CG7601
CG7609,FBgn0027518,NA,,,,FBgn0027518,Wdr24
CG7632,FBgn0037071,NA,,,,FBgn0037071,CG7632
CG7970,FBgn0035252,NA,,,,FBgn0035252,CG7970
CG8032,FBgn0037606,NA,,,,FBgn0037606,CG8032
CG8303,FBgn0034143,NA,,,,FBgn0034143,CG8303
CG8306,FBgn0034142,NA,,,,FBgn0034142,CG8306
CG8378,FBgn0027495,NA,,,,FBgn0027495,Smyd4-4
CG8814,FBgn0031478,NA,,,,FBgn0031478,CG8814
CG9149,FBgn0035203,NA,,,,FBgn0035203,CG9149
CG9314,FBgn0032061,NA,,,,FBgn0032061,CG9314
CG9319,FBgn0032881,NA,,,,FBgn0032881,Amacr
CG9527,FBgn0031813,NA,,,,FBgn0031813,CG9527
CG9577,FBgn0031092,NA,,,,FBgn0031092,CG9577
CG9993,FBgn0034553,NA,,,,FBgn0034553,CG9993
CRAT,FBgn0037440,NA,,,,FBgn0037440,CRAT
Dat,FBgn0019643,NA,,,,FBgn0019643,AANAT1
Dhap-at,FBgn0040212,NA,,,,FBgn0040212,Dhap-at
E23,FBgn0020445,NA,,,,FBgn0020445,E23
Fatp,FBgn0267828,NA,,,,FBgn0267828,Fatp1
Fis1,FBgn0039969,NA,,,,FBgn0039969,Fis1
Gld,FBgn0001112,NA,,,,FBgn0001112,Gld
Got1,FBgn0001124,NA,,,,FBgn0001124,Got1
Hex-t2,FBgn0042710,NA,,,,FBgn0042710,Hex-t2
Hmgcr,FBgn0263782,NA,,,,FBgn0263782,Hmgcr
Ide,FBgn0001247,NA,,,,FBgn0001247,Ide
Idh,FBgn0001248,NA,,,,FBgn0001248,Idh
Jafrac1,FBgn0040309,NA,,,,FBgn0040309,Jafrac1
kis,FBgn0266557,NA,,,,FBgn0266557,kis
kraken,FBgn0020545,NA,,,,FBgn0020545,kraken
l(2)k09913,FBgn0021979,NA,,,,FBgn0021979,l(2)k09913
Lon,FBgn0036892,NA,,,,FBgn0036892,Lon
Mdh1,FBgn0262782,NA,,,,FBgn0262782,Mdh1
Mfe2,FBgn0030731,NA,,,,FBgn0030731,Mfe2
mod,FBgn0002780,NA,,,,FBgn0002780,mod
Mtpalpha,FBgn0028479,NA,,,,FBgn0028479,Mtpalpha
Mul1,FBgn0035483,NA,,,,FBgn0035483,Mul1
Nos,FBgn0011676,NA,,,,FBgn0011676,Nos
Orct,FBgn0019952,NA,,,,FBgn0019952,Orct
pav,FBgn0011692,NA,,,,FBgn0011692,pav
pdgy,FBgn0027601,NA,,,,FBgn0027601,pdgy
pdm2,FBgn0004394,NA,,,,FBgn0004394,pdm2
Pex1,FBgn0013563,NA,,,,FBgn0013563,Pex1
Pex10,FBgn0035233,NA,,,,FBgn0035233,Pex10
Pex11,FBgn0034058,NA,,,,FBgn0034058,Pex11
Pex12,FBgn0031282,NA,,,,FBgn0031282,Pex12
Pex13,FBgn0033812,NA,,,,FBgn0033812,Pex13
Pex14,FBgn0037020,NA,,,,FBgn0037020,Pex14
Pex16,FBgn0037019,NA,,,,FBgn0037019,Pex16
Pex19,FBgn0032407,NA,,,,FBgn0032407,Pex19
Pex2,FBgn0035876,NA,,,,FBgn0035876,Pex2
Pex23,FBgn0052226,NA,,,,FBgn0052226,Pex23
Pex3,FBgn0036484,NA,,,,FBgn0036484,Pex3
Pex5,FBgn0023516,NA,,,,FBgn0023516,Pex5
Pex6,FBgn0033564,NA,,,,FBgn0033564,Pex6
Pex7,FBgn0035922,NA,,,,FBgn0035922,Pex7
PMP34,FBgn0052250,NA,,,,FBgn0052250,PMP34
Pmp70,FBgn0031069,NA,,,,FBgn0031069,Pmp70
Prx5,FBgn0038570,NA,,,,FBgn0038570,Prx5
qsm,FBgn0028622,NA,,,,FBgn0028622,qsm
ry,FBgn0003308,NA,,,,FBgn0003308,ry
ScpX,FBgn0015808,NA,,,,FBgn0015808,ScpX
side,FBgn0016061,NA,,,,FBgn0016061,side
Sod,FBgn0003462,NA,,,,FBgn0003462,Sod1
Sod2,FBgn0010213,NA,,,,FBgn0010213,Sod2
Spat,FBgn0014031,NA,,,,FBgn0014031,Spat
SpdS,FBgn0037723,NA,,,,FBgn0037723,SpdS
SPoCk,FBgn0052451,NA,,,,FBgn0052451,SPoCk
tefu,FBgn0045035,NA,,,,FBgn0045035,tefu
tweek,FBgn0261671,NA,,,,FBgn0261671,tweek
Unc-115b,FBgn0260463,NA,,,,FBgn0260463,Unc-115b
Uro,FBgn0003961,NA,,,,FBgn0003961,Uro
Vha44,FBgn0262511,NA,,,,FBgn0262511,Vha44
wat,FBgn0039620,NA,,,,FBgn0039620,wat
yip2,FBgn0040064,NA,,,,FBgn0040064,yip2
