Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
Vha100-2,FBgn0028670,NA,,,,FBgn0028670,Vha100-2
Vha13,FBgn0026753,NA,,,,FBgn0283536,Vha13
Vha26,FBgn0015324,NA,,,,FBgn0283535,Vha26
Vha36-1,FBgn0022097,NA,,,,FBgn0022097,Vha36-1
Vha44,FBgn0262511,NA,,,,FBgn0262511,Vha44
Vha55,FBgn0005671,NA,,,,FBgn0005671,Vha55
Vha68-1,FBgn0265262,NA,,,,FBgn0265262,Vha68-1
Vha68-2,FBgn0263598,NA,,,,FBgn0263598,Vha68-2
Vha68-3,FBgn0032464,NA,,,,FBgn0032464,Vha68-3
VhaAC39-1,FBgn0028665,NA,,,,FBgn0285910,VhaAC39-1
VhaSFD,FBgn0027779,NA,,,,FBgn0027779,VhaSFD
vkg,FBgn0016075,NA,,,,FBgn0016075,vkg
Vps13,FBgn0033194,NA,,,,FBgn0033194,Vps13
wal,FBgn0010516,NA,,,,FBgn0010516,wal
waw,FBgn0024182,NA,,,,FBgn0024182,waw
whd,FBgn0261862,NA,,,,FBgn0261862,whd
yip2,FBgn0040064,NA,,,,FBgn0040064,yip2
Yp2,FBgn0005391,NA,,,,FBgn0005391,Yp2
Zasp66,FBgn0035917,NA,,,,FBgn0035917,Zasp66
zip,FBgn0265434,NA,,,,FBgn0265434,zip
ZnT49B,FBgn0033762,NA,,,,FBgn0033762,ZnT49B
zormin,FBgn0052311,NA,,,,FBgn0052311,zormin
