Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
CG11147,FBgn0031734,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0031734,CG11147
CG11151,FBgn0030519,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0030519,CG11151
CG11155,FBgn0039927,Ion Channels,The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors,,,FBgn0039927,CG11155
CG11262,FBgn0036329,Secondary Transporter,The Arsenite-Antimonite (ArsB) Efflux Family,,,FBgn0036329,CG11262
CG11340,FBgn0039840,Ion Channels,"The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family",,,FBgn0039840,pHCl-2
CG1139,FBgn0035300,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0035300,CG1139
CG11537,FBgn0035400,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0035400,CG11537
CG11566,FBgn0031159,Ion Channels,The Voltage-gated Ion Channel (VIC) Superfamily,,,FBgn0031159,CG11566
CG11581,FBgn0030540,Ion Channels,The Annexin (Annexin) Family,,,FBgn0030540,CG11581
CG11655,FBgn0030638,Secondary Transporter,The Bile Acid:Na+ Symporter (BASS) Family,,,FBgn0030638,CG11655
CG11665,FBgn0033028,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0033028,hrm
CG11739,FBgn0037239,Secondary Transporter,The Mitochondrial Tricarboxylate Carrier (MTC) Family,,,FBgn0037239,Sfxn1-3
CG11779,FBgn0038683,ATP-Dependent,The Mitochondrial Protein Translocase (MPT) Family,,,FBgn0038683,CG11779
CG11897,FBgn0039644,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0039644,rdog
CG11898,FBgn0039645,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0039645,CG11898
CG12061,FBgn0040031,Secondary Transporter,The Ca2+:Cation Antiporter (CaCA) Family,,,FBgn0040031,CG12061
CG1208,FBgn0037386,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037386,CG1208
CG1213,FBgn0037387,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037387,CG1213
CG12344,FBgn0033558,Ion Channels,"The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family",,,FBgn0033558,CG12344
CG12376,FBgn0033323,Secondary Transporter,The Ca2+:Cation Antiporter (CaCA) Family,,,FBgn0033323,CG12376
CG12490,FBgn0034782,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0034782,CG12490
CG12531,FBgn0031064,Secondary Transporter,The Amino Acid-Polyamine-Organocation (APC) Family,,,FBgn0031064,CG12531
CG12773,FBgn0024365,Secondary Transporter,The Cation-Chloride Cotransporter (CCC) Family,,,FBgn0024365,CG12773
CG12783,FBgn0038448,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038448,CG12783
CG12858,FBgn0033958,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0033958,jef
CG12866,FBgn0033955,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0033955,CG12866
CG13223,FBgn0033599,Secondary Transporter,The Ca2+:Cation Antiporter (CaCA) Family,,,FBgn0033599,CG13223
CG13248,FBgn0036984,Secondary Transporter,The Amino Acid-Polyamine-Organocation (APC) Family,,,FBgn0036984,CG13248
CG13384,FBgn0032036,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0032036,CG13384
CG1358,FBgn0033196,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0033196,CG1358
CG13641,FBgn0039239,Ion Channels,The Annexin (Annexin) Family,,,FBgn0039239,CG13641
CG13646,FBgn0039255,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0285912,mah
CG13743,FBgn0033368,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0033368,CG13743
CG13793,FBgn0031935,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0031935,CG13793
CG13794,FBgn0031936,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0031936,CG13794
CG13795,FBgn0031937,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0031937,CG13795
CG13796,FBgn0031939,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0031939,CG13796
CG13801,FBgn0035332,Secondary Transporter,The Arsenite-Antimonite (ArsB) Efflux Family,,,FBgn0035332,CG13801
CG13907,FBgn0035173,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0035173,CG13907
CG14040,FBgn0031676,Secondary Transporter,The Drug/Metabolite Transporter (DMT) Superfamily,,,FBgn0031676,senju
CG14196,FBgn0031002,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0031002,CG14196
CG14439,FBgn0029898,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0029898,CG14439
CG14511,FBgn0039641,Secondary Transporter,The Drug/Metabolite Transporter (DMT) Superfamily,,,FBgn0039641,CG14511
CG14605,FBgn0037486,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037486,CG14605
CG14606,FBgn0037485,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037485,CG14606
CG14621,FBgn0031183,Secondary Transporter,The Drug/Metabolite Transporter (DMT) Superfamily,,,FBgn0031183,CG14621
CG14691,FBgn0037829,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037829,CG14691
CG14694,FBgn0037845,Secondary Transporter,The Reduced Folate Carrier (RFC) Family,,,FBgn0037845,CG14694
CG14743,FBgn0033326,Secondary Transporter,The Ca2+:Cation Antiporter (CaCA) Family,,,FBgn0033326,CG14743
CG14744,FBgn0033324,Secondary Transporter,The Ca2+:Cation Antiporter (CaCA) Family,,,FBgn0033324,CG14744
CG14855,FBgn0038260,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038260,CG14855
CG14856,FBgn0038261,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038261,CG14856
CG14857,FBgn0038262,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038262,CG14857
CG1494,FBgn0031169,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0031169,CG1494
CG14971,FBgn0035449,Secondary Transporter,The Drug/Metabolite Transporter (DMT) Superfamily,,,FBgn0035449,CG14971
CG15096,FBgn0034394,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0034394,CG15096
CG15221,FBgn0030331,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0030331,CG15221
CG15279,FBgn0028886,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0028886,CG15279
CG15406,FBgn0031517,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0031517,CG15406
CG15408,FBgn0031523,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0031523,CG15408
CG15553,FBgn0039817,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0039817,CG15553
CG15890,FBgn0030576,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0030576,CG15890
CG1598,FBgn0033191,ATP-Dependent,The Arsenite-Antimonite (ArsAB) Efflux Family,,,FBgn0033191,CG1598
CG1607,FBgn0039844,Secondary Transporter,The Amino Acid-Polyamine-Organocation (APC) Family,,,FBgn0039844,CG1607
CG1628,FBgn0030218,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0030218,CG1628
CG16700,FBgn0030816,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0030816,CG16700
CG16727,FBgn0038719,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038719,CG16727
CG16736,FBgn0037668,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0037668,CG16736
CG16743,FBgn0032322,Ion Channels,The Annexin (Annexin) Family,,,FBgn0032322,CG16743
CG1698,FBgn0033443,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0033443,CG1698
CG17036,FBgn0032449,Secondary Transporter,The Reduced Folate Carrier (RFC) Family,,,FBgn0032449,CG17036
CG17119,FBgn0039045,Secondary Transporter,The Lysosomal Cystine Transporter (LCT) Family,,,FBgn0039045,CG17119
CG17167,FBgn0039941,Secondary Transporter,The Ca2+:Cation Antiporter (CaCA) Family,,,FBgn0039941,CG17167
CG1718,FBgn0031170,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0031170,ABCA
CG1724,FBgn0031164,ATP-Dependent,The Mitochondrial Protein Translocase (MPT) Family,,,FBgn0031164,CG1724
CG17637,FBgn0037004,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037004,CG17637
CG17646,FBgn0264494,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0264494,CG17646
CG17662,FBgn0034884,Ion Channels,The Major Intrinsic Protein (MIP) Family,,,FBgn0034884,Eglp3
CG17664,FBgn0034883,Ion Channels,The Major Intrinsic Protein (MIP) Family,,,FBgn0034883,Eglp2
CG17751,FBgn0038717,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038717,CG17751
CG17752,FBgn0038718,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038718,CG17752
CG17930,FBgn0038416,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038416,CG17930
CG1801,FBgn0031171,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0031171,CG1801
CG1824,FBgn0030403,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0030403,CG1824
CG18281,FBgn0037003,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037003,CG18281
CG18324,FBgn0033905,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0033905,CG18324
CG18327,FBgn0033904,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0033904,CG18327
CG18418,FBgn0035568,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0035568,CG18418
CG18788,FBgn0042126,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0042126,CG18788
CG1907,FBgn0039674,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0039674,CG1907
CG2003,FBgn0039886,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0039886,CG2003
CG2187,FBgn0017448,Secondary Transporter,The Solute:Sodium Symporter (SSS) Family,,,FBgn0017448,CG2187
CG2316,FBgn0039890,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0039890,ABCD
CG2616,FBgn0037512,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0037512,CG2616
CG2930,FBgn0028491,Secondary Transporter,The Proton-dependent Oligopeptide Transporter (POT) Family,,,FBgn0028491,CG2930
CG30048,FBgn0050048,Ion Channels,The Polycystin Cation Channel (PCC) Family,,,FBgn0050048,CG30048
CG30265,FBgn0050265,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0050265,CG30265
CG30344,FBgn0050344,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0050344,CG30344
CG30345,FBgn0050345,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0050345,CG30345
CG3036,FBgn0031645,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0031645,CG3036
CG30394,FBgn0050394,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0050394,CG30394
CG31100,FBgn0051100,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0051100,CG31100
CG31103,FBgn0051103,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0051103,CG31103
CG31106,FBgn0051106,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0051106,CG31106
CG31121,FBgn0051121,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0051121,CG31121
CG31213,FBgn0051213,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0051213,CG31213
CG31229,FBgn0051229,ATP-Dependent,The Mitochondrial Protein Translocase (MPT) Family,,,FBgn0051229,CG31229
CG31262,FBgn0051262,Secondary Transporter,The Solute:Sodium Symporter (SSS) Family,,,FBgn0051262,CG31262
CG31272,FBgn0051272,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0051272,CG31272
CG31547,FBgn0051547,Secondary Transporter,The Cation-Chloride Cotransporter (CCC) Family,,,FBgn0051547,NKCC
CG3156,FBgn0023536,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0023536,CG3156
CG3164,FBgn0025683,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0025683,CG3164
CG31663,FBgn0051663,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0051663,CG31663
CG31668,FBgn0051668,Secondary Transporter,The Solute:Sodium Symporter (SSS) Family,,,FBgn0051668,CG31668
CG3168,FBgn0029896,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0029896,CG3168
CG31689,FBgn0031449,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0031449,CG31689
CG31693,FBgn0051693,Secondary Transporter,The Arsenite-Antimonite (ArsB) Efflux Family,,,FBgn0051693,CG31693
CG31729,FBgn0051729,ATP-Dependent,The P-type ATPase (P-ATPase) Superfamily,,,FBgn0051729,CG31729
CG31731,FBgn0028539,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0028539,Eato
CG31792,FBgn0051792,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0051792,CG31792
CG31793,FBgn0051793,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0051793,CG31793
CG32000,FBgn0052000,ATP-Dependent,The P-type ATPase (P-ATPase) Superfamily,,,FBgn0052000,anne
CG32053,FBgn0052053,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0052053,CG32053
CG32054,FBgn0052054,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0052054,CG32054
CG32079,FBgn0052079,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0052079,CG32079
CG32081,FBgn0052081,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0052081,CG32081
CG32091,FBgn0052091,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0052091,CG32091
CG32103,FBgn0052103,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0052103,SCaMC
CG32669,FBgn0052669,Secondary Transporter,The Solute:Sodium Symporter (SSS) Family,,,FBgn0052669,CG32669
CG3285,FBgn0031522,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0031522,CG3285
CG33124,FBgn0053124,Secondary Transporter,The Solute:Sodium Symporter (SSS) Family,,,FBgn0053124,CG33124
CG33233,FBgn0053233,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0053233,CG33233
CG33234,FBgn0053234,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0053234,CG33234
CG33281,FBgn0053281,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0053281,CG33281
CG33282,FBgn0053282,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0053282,CG33282
CG33298,FBgn0032120,ATP-Dependent,The P-type ATPase (P-ATPase) Superfamily,,,FBgn0032120,CG33298
CG33509,FBgn0053509,Ion Channels,The Epithelial Na+ Channel (ENaC) Family,,,FBgn0053509,CG33509
CG33510,FBgn0053510,Ion Channels,The Epithelial Na+ Channel (ENaC) Family,,,FBgn0053510,CG33510
CG33511,FBgn0053511,Ion Channels,The Epithelial Na+ Channel (ENaC) Family,,,FBgn0053511,CG33511
CG33934,FBgn0064119,Secondary Transporter,The Divalent Anion:Na+ Symporter (DASS) Family,,,FBgn0064119,CG33934
CG33970,FBgn0053970,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0053970,osy
CG3409,FBgn0033095,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0033095,chk
CG34120,FBgn0083956,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0083956,CG34120
CG34396,FBgn0085425,Ion Channels,The Voltage-gated Ion Channel (VIC) Superfamily,,,FBgn0085425,CG34396
CG3476,FBgn0031881,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0031881,MME1
CG3649,FBgn0034785,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0034785,CG3649
CG3690,FBgn0040350,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0040350,CG3690
CG3790,FBgn0033778,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0033778,Balat
CG3792,FBgn0031662,Secondary Transporter,The Lysosomal Cystine Transporter (LCT) Family,,,FBgn0031662,CG3792
CG3822,FBgn0038837,Ion Channels,The Glutamate-gated Ion Channel (GIC) Family of Neurotransmitter Receptors,,,FBgn0038837,KaiR1D
CG4019,FBgn0034885,Ion Channels,The Major Intrinsic Protein (MIP) Family,,,FBgn0034885,Eglp4
CG4098,FBgn0036648,Ion Channels,The Transient Receptor Potential Ca2+ Channel (TRP-CC) Family,,,FBgn0036648,CG4098
CG42235,FBgn0250757,Secondary Transporter,The Solute:Sodium Symporter (SSS) Family,,,FBgn0250757,CG42235
CG42260,FBgn0259145,Ion Channels,The Voltage-gated Ion Channel (VIC) Superfamily,,,FBgn0259145,CG42260
CG42269,FBgn0259164,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0259164,CG42269
CG42321,FBgn0259221,ATP-Dependent,The P-type ATPase (P-ATPase) Superfamily,,,FBgn0259221,ATP8A
CG42732,FBgn0261698,Ion Channels,The Voltage-gated Ion Channel (VIC) Superfamily,,,FBgn0261698,SLO2
CG42815,FBgn0261997,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0261997,CG42815
CG42816,FBgn0261998,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0261998,CG42816
CG42825,FBgn0262007,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0262007,CG42825
CG42826,FBgn0262008,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0262008,CG42826
CG4301,FBgn0030747,ATP-Dependent,The P-type ATPase (P-ATPase) Superfamily,,,FBgn0030747,CG4301
CG43066,FBgn0262476,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0262476,CG43066
CG43155,FBgn0262685,Ion Channels,The Voltage-gated Ion Channel (VIC) Superfamily,,,FBgn0262685,CG43155
CG4324,FBgn0034956,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0034956,CG4324
CG43693,FBgn0263776,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0263776,CG43693
CG44098,FBgn0264907,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0264907,CG44098
CG4459,FBgn0038753,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038753,CG4459
CG4462,FBgn0038752,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038752,CG4462
CG4465,FBgn0038750,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0038750,CG4465
CG4476,FBgn0035969,Secondary Transporter,The Neurotransmitter:Sodium Symporter (NSS) Family,,,FBgn0035969,CG4476
CG4520,FBgn0038355,ATP-Dependent,The Mitochondrial Protein Translocase (MPT) Family,,,FBgn0038355,CG4520
CG4562,FBgn0038740,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0038740,CG4562
CG4607,FBgn0029932,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0029932,CG4607
CG4630,FBgn0033809,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0033809,CG4630
CG4743,FBgn0039357,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0039357,CG4743
CG4797,FBgn0034909,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0034909,CG4797
CG4822,FBgn0031220,ATP-Dependent,The ATP-binding Cassette (ABC) Superfamily,,,FBgn0031220,CG4822
CG4991,FBgn0030817,Secondary Transporter,The Amino Acid/Auxin Permease (AAAP) Family,,,FBgn0030817,CG4991
CG4995,FBgn0032219,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0032219,CG4995
CG5002,FBgn0034275,Secondary Transporter,The Sulfate Permease (SulP) Family,,,FBgn0034275,CG5002
CG5078,FBgn0037005,Secondary Transporter,The Major Facilitator Superfamily (MFS),,,FBgn0037005,CG5078
CG5254,FBgn0040383,Secondary Transporter,The Mitochondrial Carrier (MC) Family,,,FBgn0040383,CG5254
CG5281,FBgn0037902,Secondary Transporter,The Drug/Metabolite Transporter (DMT) Superfamily,,,FBgn0037902,CG5281
